x,y,quote
68547,20,30 ches 90 Pfd St Mehrwerth enthält bliebe ganz ebenso
68682,20,der That bereits daß der Mehrwerth bloß Folge der Werth
68822,20,Kapital 90 variables Kapital 90 Mehrwerth Neunzig Pfd St sind
69059,20,Allerdings hat das Verhältniß des Mehrwerths nicht nur zum Kapitaltheil
69326,20,Pfd St abzuziehn um den Mehrwerth 90 Pfd St zu
69345,32,die absolute Größe des producirten Mehrwerths aus Seine proportioneile Größe
69369,43,bestimmt durch das Verhältniß des Mehrwerths zum variablen Kapital oder
69396,50,oder die verhältnißmäßige Größe des Mehrwerths nenne ich Rate des
69477,20,man die Gesetze 40 des Mehrwerths kennt Auf dem umgekehrten
69809,20,Werth für ihn Sie bildet Mehrwerth der den Kapitalisten mit
69980,20,es für die Erkenntniß des Mehrwerths ihn als bloße Gerinnung
70050,20,Theil des Arbeitstags bestimmt der Mehrwerth seinerseits aber bestimmt ist
70064,36,des Arbeitstags so folgt Der Mehrwerth verhält sich zum variablen
70085,48,JT m Mehrarbeit Rate des Mehrwerths r Beide Proportionen druk
70117,51,Arbeit 200 Die Rate des Mehrwerths ist daher der exakte
70158,47,vorgeschoßne Kapital 500 Da der Mehrwerth 90 und das vorgeschoßne
70178,56,herausbekommen daß die Rate des Mehrwerths die man mit der
70207,59,daß wenn die Bildung von Mehrwerth oder Mehrprodukt und die
70271,31,gewissenhafter Analyse des Werths und Mehrwerths und etwa verfänglich polizeiwidrigem
70295,42,Kapitalisten für seine Aneignung vorhandner Mehrwerthe in Entstehungsgründe des Mehrwerths
70299,61,vorhandner Mehrwerthe in Entstehungsgründe des Mehrwerths zu verdrehen 35 30a
70320,69,Arbeitskraft ist die Rate des Mehrwerths kein Ausdruck für die
70412,20,ist m die Rate des Mehrwerths nicht 77 oder sondern
70483,20,Rate des m __ Mehrarbeit Mehrwerths durch ihre Konvertibilität in
70528,20,zur Berechnung der Rate des Mehrwerths ist also kurzgefaßt diese
70564,28,wirklich erzeugte Werthprodukt Ist der Mehrwerth gegeben so ziehn wir
70587,40,letztres gegeben und wir den Mehrwerth suchen Sind beide gegeben
70603,52,zu verrichten das Verhältniß des Mehrwerths zum variablen Kapital zu
70842,20,U 510 Pfd St der Mehrwerth also 510 430 80
70883,21,Pfd St Die Rate des Mehrwerths 5 8 2 also
71015,20,Pfd St 11 sh Der Mehrwerth stets unter der Voraussetzung
71052,25,sie zusammen und erhalten einen Mehrwerth von 3 Pfd 11
71124,20,seines Arbeitstags zur Produktion eines Mehrwerths den verschiedne Personen auf
71373,20,und die andre Hälfte einen Mehrwerth von 3 sh bildet
71854,20,2 Pfd Garn nur den Mehrwerth von 3 sh Da
72030,20,Proceß zugesetzte Mehrarbeit oder den Mehrwerth darstellt ist ebenso einfach
72199,20,durch seine halbtägige Mehrarbeit erzeugten Mehrwerth Diese Art Berechnung dient
72355,20,dem Fabrikherrn der Produktion von Mehrwerth widmet Dem Spinner wird
73122,20,und in der letzten Euren Mehrwerth oder den Reingewinn Da
73476,20,und der von ihm gelieferte Mehrwerth gleich große Werthe sind
73970,20,wachsen wird die Rate des Mehrwerths daher von 100 auf
74082,20,eine ganz erkleckliche Rate des Mehrwerths giebt nämlich 82¾ Die
74558,20,sub 2 worin sich der Mehrwerth darstellt nennen wir Mehrprodukt
74571,30,net Wie die Rate des Mehrwerths durch sein 10 Verhältniß
74615,30,Wie die Produk tion von Mehrwerth der bestimmende Zweck der
75024,20,seiner Arbeitskraft und den 5 Mehrwerth producirt bildet die absolute
75568,20,Umgekehrt würde die Rate des Mehrwerths allein uns nicht die
76030,20,den Trieb sich zu verwerthen Mehrwerth zu schaffen mit seinem
77357,20,galt nun die Produktion des Mehrwerths selbst Aehnlich mit der
78306,20,eine viel kleinere Rate des Mehrwerths aus als die welche
79988,20,Atmosphäre ist die Bildung des Mehrwerths durch die Mehrarbeit kein
90141,20,Produktion die wesentlich Produktion von Mehrwerth Einsaugung von Mehrarbeit ist
104260,20,sich daß die Produktion von Mehrwerth oder die Ex traktion
106281,20,KAPITEL Rate und Masse des Mehrwerths Wie bisher wird in
106323,20,Rate zugleich die Masse des Mehrwerths gegeben die der einzelne
106375,20,Ist ferner die Rate des Mehrwerths 100 so producirt dies
106387,36,von 1 Thaler eine Masse Mehrwerth von 1 Thaler oder
106743,20,Tageswerth einer Arbeitskraft einen täglichen Mehrwerth von 1 Thaler so
106756,32,von 100 Thalern einen täglichen Mehrwerth von 100 und eins
106765,49,eins von Thalern einen täglichen Mehrwerth von 1 Thaler x
106775,65,n Die Masse des producirten Mehrwerths ist also gleich dem
106780,84,Mehrwerths ist also gleich dem Mehrwerth den der Arbeitstag des
106800,90,Da aber ferner die Masse Mehrwerth die der einzelne Arbeiter
106815,98,Arbeitskraft durch die Rate des Mehrwerths bestimmt ist so folgt
106826,112,Gesetz Die Masse des producirten Mehrwerths ist gleich der Größe
106840,122,multiplicirt mit der Rate des Mehrwerths oder ist bestimmt durch
106870,109,wir also die Masse des Mehrwerths M den vom einzelnen
106879,123,einzelnen Arbeiter im Tagesdurchschnitt gelieferten Mehrwerth m das im Ankauf
106961,51,giebt Ausnahmefälle wo der producirte Mehrwerth nicht verhältnißmäßig zur Anzahl
106986,56,der Produktion einer bestimmten Masse Mehrwerth kann daher die Neuntes
107020,56,demselben Verhältniß die Rate des Mehrwerths erhöht so bleibt die
107028,71,bleibt die Masse des producirten Mehrwerths unverändert Muß unter den
107052,75,und beträgt die Rate des Mehrwerths 50 so wirft dies
107062,88,variable Kapital von 100 einen Mehrwerth von 50 Th ab
107077,99,Arbeitsstunden Wird die Rate des Mehrwerths verdoppelt oder der Arbeitstag
107108,89,von 50 Thalern ebenfalls einen Mehrwerth von 50 Thalern ab
107171,53,113011 in der Rate des Mehrwerths die Masse des producirten
107176,70,Mehrwerths die Masse des producirten Mehrwerths unverändert wenn proportionell die
107317,20,zwölfstündigem Arbeitstag verwendet täglich einen Mehrwerth von 500 Thalern oder
107365,20,Aequivalent des vorgeschoßnen Kapitals plus Mehrwerth kann Tag 202 Dies
107462,20,Kapital durch gesteigerte Rate des Mehrwerths oder von exploitirter Arbeiteranzahl
107523,20,10 möglichst große Masse von Mehrwerth zu produciren Umge 302
107550,31,Abnahme in der Rate des Mehrwerths so sinkt die Masse
107557,49,sinkt die Masse des producirten Mehrwerths Ein drittes Gesetz ergiebt
107572,62,Masse des pro 15 ducirten Mehrwerths durch die zwei Faktoren
107579,79,die zwei Faktoren Rate des Mehrwerths und Größe des vorgeschoßnen
107589,96,variablen Kapitals Die Rate des Mehrwerths oder den Exploitationsgrad der
107625,83,20 des producirten Werths und Mehrwerths Ist die Grenze des
107645,85,die Masse von Werth und Mehrwerth die ein einzelner Kapitalist
107702,57,Kapitals Bei gegebner Rate des Mehrwerths und gegebnem Werth der
107715,68,also die Massen des producirten Mehrwerths direkt wie die Größen
107932,20,producirten Massen von Werth und Mehrwerth verhalten sich bei gegebnem
107997,20,deßwegen keinen kleinren Gewinn oder Mehrwerth erbeutet als ein Bäcker
108193,20,gezogen kann die Masse des Mehrwerths nur vermehrt werden durch
108273,20,die bisher behandelte Form des Mehrwerths gilt 5 Aus der
108283,37,bisherigen Betrachtung der Produktion des Mehrwerths ergiebt sich daß nicht
108342,22,Tag ein zur Gewinnung von Mehrwerth vernutzt wird Wäre dieser
108425,20,um von dem täglich angeeigneten Mehrwerth wie ein Ar 20
108479,20,und die Hälfte des producirten Mehrwerths in Kapital 25 zurückverwandle
109368,20,die Produktionsweise Die Produktion von Mehrwerth in der bisher betrachteten
110012,20,ABSCHNITT Die Produktion des relativen Mehrwerths ZEHNTES KAPITEL Begriff des
110018,28,ZEHNTES KAPITEL Begriff des relativen Mehrwerths Der Theil des Arbeitstags
110086,20,Verlängrung hingen Rate 10 des Mehrwerths und Größe des Arbeitstags
110154,20,kann nun die Produktion von Mehrwerth vergrößert d h die
110580,20,Mehrarbeit anheim20 fallen und der Mehrwerth selbst von 1 sh
111151,20,also bei der Produktion des Mehrwerths in der bisher betrachteten
111169,27,es für die Produktion von Mehrwerth durch 25 Verwandlung nothwendiger
111250,20,Durch Verlängrung des Arbeitstags producirten Mehrwerth nenne ich absoluten Mehrwerth
111254,38,producirten Mehrwerth nenne ich absoluten Mehrwerth den Mehrwerth dagegen der
111256,58,nenne ich absoluten Mehrwerth den Mehrwerth dagegen der aus Verkürzung
111277,67,Bestandtheile des Arbeitstags entspringt relativen Mehrwerth 2 Quando si perfezionano
111830,20,Verständniß der Produktion des relativen Mehrwerths und bloß auf Grundlage
112291,20,d heraus Diese Steigerung des Mehrwerths findet für ihn statt
112349,20,Fall die gesteigerte Produktion von Mehrwerth aus der Verkürzung der
112382,28,2 Stunden der täglich producirte Mehrwerth daher 1 sh Unser
112690,20,Stunden der von ihm producete Mehrwerth von 1 auf 3
112734,20,bei der Produktion des relativen Mehrwerths im Großen und Ganzen
112813,20,Produktionsweise4 Die allgemeine Rate des Mehrwerths wird also durch den
112877,20,Arbeitskraft Dagegen steht der relative Mehrwerth in direktem Verhältniß zur
112925,20,den Werth der Arbeitskraft und Mehrwerth Fällt aber in Folge
112952,32,3 sh so wächst der Mehrwerth von 1 sh auf
113163,20,steckende und im Verkauf realisirbare Mehrwerth Realisirung von Mehrwerth schließt
113166,37,Verkauf realisirbare Mehrwerth Realisirung von Mehrwerth schließt von selbst Ersatz
113181,52,nun der rela 5 tive Mehrwerth in direktein Verhältniß zur
113217,52,und den in ihnen enthaltnen Mehrwerth steigert löst sich das
113885,20,den besondren Produktionsmethoden des relativen Mehrwerths zu deren Betrachtung wir
114019,20,sah daß die Masse des Mehrwerths welche ein gegebnes Kapital
114027,36,gegebnes Kapital producirt gleich dem Mehrwerth den der einzelne Arbeiter
114053,46,nichts an der Rate des Mehrwerths oder dem Exploitationsgrad der
114611,20,daher die allgemeine Rate des Mehrwerths realisirt Es fänden individuelle
114740,20,die 20 allgemeine Rate des Mehrwerths herausschlagen Die Ungleichheiten würden
115185,20,weit sie das Verhältniß des Mehrwerths zum vorgeschoßnen Gesammtkapital d
117391,20,daher die Masse des producirten Mehrwerths hinreiche den Arbeitsanwender selbst
117626,20,h möglichst große Produktion von Mehrwerth 20 Profits is the
130942,20,nur eine besondre Methode relativen Mehrwerth zu erzeugen oder die
132974,20,ist Mittel zur Produktion von Mehrwerth Die Umwälzung der Produktionsweise
140772,20,sich um die Produktion des Mehrwerths handelt kein Theil dessel
141757,20,Arbeitslohn für den Arbeiter und Mehrwerth für den Kapitalisten bilde
144867,20,bloße Maschinen zur Fabrikation von Mehrwerth und sehr zu unterscheiden
147234,20,unverändert bleibt149 Nicht nur der Mehrwerth wächst daher sondern die
147605,20,d h das Verhältniß des Mehrwerths zum vorgeschoßnen Gesammtkapital behandle
147691,20,414 Die Maschine producirt relativen Mehrwerth nicht nur indem sie
147828,20,das Gesetz geltend daß der Mehrwerth nicht aus den Arbeitskräften
147853,32,er an ihr beschäftigt Der Mehrwerth entspringt nur aus dem
147869,45,sahen daß die Masse des Mehrwerths durch zwei 20 Faktoren
147879,61,bestimmt ist die Rate des Mehrwerths und die Anzahl der
147896,71,Arbeitstags wird die Rate des Mehrwerths bestimmt durch das Verhältniß
147996,20,in konstantes Kapital das keinen Mehrwerth producirt Es ist unmöglich
148008,36,aus zwei Arbeitern so viel Mehrwerth auszupressen als aus 24
148169,20,der Maschinerie zur Produktion von Mehrwerth ein immanenter Widerspruch indem
148195,31,einen Faktor die Rate des Mehrwerths nur dadurch vergrößert daß
148757,20,Bei der Analyse des absoluten Mehrwerths handelte es sich zunächst
149064,20,also wo gesteigerte Produktion von Mehrwerth durch Verlängrung des Arbeitstags
149089,29,auf die Produktion von relativem Mehrwerth durch beschleuß 418 nigte
149107,42,in dem Charakter des relativen Mehrwerths ein Im Allgemeinen besteht
149116,58,besteht die Produktionsmethode des relativen Mehrwerths darin durch gesteigerte Produktivkraft
149307,20,von der Erhöhung des relativen Mehrwerths durch die gesteigerte Produktivkraft
161225,20,3 den ihrem Meister zufallenden Mehrwerth Ferner einmal fertig braucht
163479,20,Resultat der Maschinerie ist den Mehrwerth und zugleich die Produktenmasse
173451,20,fortbestehn Die große Produktion von Mehrwerth in diesen Arbeitszweigen zugleich
186133,20,Produktion des absoluten und relativen Mehrwerths VIERZEHNTES KAPITEL 5 Absoluter
186140,20,KAPITEL 5 Absoluter und relativer Mehrwerth Der Arbeitsproceß wurde sieh
186659,20,wesent 15 lieh Produktion von Mehrwerth Der Arbeiter producirt nicht
186681,26,er überhaupt producirt Er muß Mehrwerth produciren Nur der Arbeiter
186689,44,der Arbeiter ist produktiv der Mehrwerth für den Kapitalisten producirt
186829,20,von jeher die Produktion von Mehrwerth zum entscheidenden Charakter des
186844,35,Auffassung von der Natur des Mehrwerths wechselt daher ihre Definition
186867,46,produktiv weil sie allein einen Mehrwerth liefere Für die Physiokraten
186873,63,liefere Für die Physiokraten existirt Mehrwerth aber ausschließlich in der
186924,50,relativer Mehrwert Produktion des absoluten Mehrwerths Sie bildet die allgemeine
186940,60,Ausgangspunkt der Produktion des relativen Mehrwerths Bei dieser ist der
186984,53,wird Die Produktion des absoluten Mehrwerths dreht sich nur um
186997,64,Arbeitstags die Produktion des relativen Mehrwerths revolutionirt durch und durch
187181,20,Wenn zur Produktion des absoluten Mehrwerths die bloß formelle Sub
187230,20,Methoden zur Produktion des relativen Mehrwerths zugleich Methoden zur Produktion
187237,38,Methoden zur Produktion des absoluten Mehrwerths 35 sind Ja die
187269,45,Mittel zur Produktion des relativen Mehrwerths zu sein sobald sie
187315,39,absoluten und relativen Mehrwerts relativen Mehrwerths wirkt sie nur noch
187358,37,Unterschied zwischen absolutem und relativem Mehrwerth überhaupt illusorisch Der relative
187363,55,Mehrwerth überhaupt illusorisch Der relative Mehrwerth ist absolut denn er
187384,64,selbst nothwendige Arbeitszeit Der absolute Mehrwerth ist relativ denn er
187412,65,man aber die Bewegung des Mehrwerths ins Auge so verschwindet
187447,62,es gilt die Rate des Mehrwerths überhaupt zu steigern Vorausgesetzt
187479,60,gegeben ist die Rate des Mehrwerths nur erhöhbar durch absolute
187497,67,Arbeitstags ist die Rate des Mehrwerths nur erhöhbar durch relativen
187604,20,kann von einer Naturbasis des Mehrwerths gesprochen werden aber nur
188724,20,Wirklichkeit der Mehrarbeit also des Mehrwerths oder des Mehrprodukts Die
189418,20,nie um den Ursprung des Mehrwerths Er behan 20 delt
189459,20,die Ursache des Daseins von Mehrwerth sondern nur die Ursache
189485,32,die Entstehungsursache des Profits lies Mehrwerths Jedenfalls ein Fortschritt gegenüber
189549,20,Frage nach dem Ursprung des Mehrwerths zu tief zu ergründen
189873,20,Tautologie denn wenn Arbeiter einen Mehrwerth von 20 für ihre
189942,20,in Arbeitslohn Die Rate des Mehrwerths sei wie 30 angenommen
190313,20,von Preis der Arbeitskraft und Mehrwerth Der Werth der Arbeitskraft
190511,20,Preis der Arbeitskraft und von Mehrwerth durch drei Umstände bedingt
190660,20,sind Werth der Arbeitskraft und Mehrwerth durch drei Gesetze bestimmt
190738,20,Zweitens Werth der Arbeitskraft und Mehrwerth wechseln in umgekehrter Richtung
190770,29,und in direkter auf den Mehrwerth Das Werthprodukt des zwölfstündigen
190817,27,ist gleich der Summe des Mehrwerths plus dem Werth der
190864,25,steigen ohne daß der 5 Mehrwerth von 3 sh auf
190873,42,auf 2 fällt und der Mehrwerth kann nicht von 3
190915,42,Arbeits115 321kraft sei es des Mehrwerths möglich ohne gleichzeitigen Wechsel
190945,47,ferner nicht fallen also der Mehrwerth nicht steigen ohne daß
191054,20,Arbeitskraft senkt und damit den Mehrwerth steigert während umgekehrt die
191069,35,der Arbeitskraft steigert und den Mehrwerth senkt Bei Formulirung dieses
191086,48,Wechsel in der Größe des Mehrwerths oder der Mehrarbeit 25
191166,20,nothwendige Arbeitszeit 8 Stunden der Mehrwerth 2 sh oder die
191199,28,6 Stunden so steigt der Mehrwerth auf 3 sh oder
191253,20,oder 25 sinkt steigt der Mehrwerth von 2 sh auf
191276,34,oder Ab 40 nähme des Mehrwerths in Folge eines gegebnen
191318,34,Arbeitstags war der sich in Mehrwerth darstellt Drittens Zu oder
191325,51,Drittens Zu oder Abnahme des Mehrwerths ist stets Folge und
191358,55,Werthgröße darstellt jedem Größenwechsel des Mehrwerths ein umgekehrter Größenwechsel im
191393,53,offenbar daß jeder Größenwechsel des Mehrwerths aus einem umgekehrten Größenwechsel
191417,58,Werth der Arbeitskraft und des Mehrwerths möglich ist 15 ohne
191455,55,Gesetz unterstellt der Größenwechsel des Mehrwerths eine durch Wechsel in
191548,20,u s w fallen der Mehrwerth daher nur auf 3
191652,20,Zusatz gemacht daß 35 der Mehrwerth ohne Fall im Werth
191682,29,absolut nichts an dem Quantum Mehrwerth das der industrielle Kapitalist
191700,43,nur die Proportion worin er Mehrwerth in seine eigne Tasche
191726,50,sehen Werth der Arbeitskraft und Mehrwerth Die Ausnahme des Mac
191818,20,Arbeitszeit 6 Stunden ist der Mehrwerth ebenfalls 3 sh oder
191848,30,Arbeitstags Preis der Arbeitskraft und Mehrwerth unverändert lassen Nur stellte
191952,20,d h verglichen mit dem Mehrwerth sänke der Werth der
192069,20,die andern Oekonomen jemals den Mehrwerth als solchen untersucht d
192095,31,Gesetze über die Rate des Mehrwerths unmittel 30 bar zusammen
192114,44,die Profitrate das Verhältniß des Mehrwerths zum vorgeschossenen Gesammtkapital während
192125,59,Mehrwerthsrate das Verhältniß ist des Mehrwerths zum bloß variablen Theil
192291,20,beweisen daß dieselbe Rate des Mehrwerths sich in den verschiedensten
192301,35,Profitraten und verschiedene Raten des Mehrwerths unter bestimmten Umständen sich
192524,20,Werthprodukts Preis der Arbeitskraft und Mehrwerth gleichzeitig wachsen sei es
192540,33,der Arbeits 30 kraft und Mehrwerth können beide zur selben
192640,20,daher in der Größe des Mehrwerths bewirkt wenn die Produkte
192823,20,verkürzt die Mehrarbeit und den Mehrwerth Mit der absoluten Größe
193047,20,ebenso Mehrarbeit 6 Stunden und Mehrwerth 3 sh Der Gesammtarbeitstag
193090,20,absoluten die relative Größe des Mehrwerths 538 Obgleich die Werthgröße
193140,20,Resultat eines absoluten Größenwechsels des Mehrwerths Da das Werthprodukt worin
193159,35,können Preis der Arbeitskraft und Mehrwerth gleichzeitig wachsen sei es
193555,20,ersetze die 15 andre Hälfte Mehrwerth bilde Der Arbeitstag zerfällt
193609,20,6 auf 4 Stunden der Mehrwerth von 20 3 auf
193636,32,die Mehrarbeit 6 Stunden der Mehrwerth 3 sh aber seine
193673,36,die proportioneilen Größen von 25 Mehrwerth und Werth der Arbeitskraft
193688,49,aber die absolute Größe des Mehrwerths wächst von 3 auf
193724,51,also die absolute Größe des Mehrwerths 30 unverändert bleiben während
193850,20,der Arbeitszeit war aber der Mehrwerth damals absolut und relativ
194615,20,Formeln für die Rate des Mehrwerths Man hat gesehn daß
194623,25,gesehn daß die Rate des Mehrwerths sich darstellt in den
194631,43,in den Formeln I 30 Mehrwerth m Mehrwerth _ Mehrarbeit
194633,63,Formeln I 30 Mehrwerth m Mehrwerth _ Mehrarbeit Variables Kapital
194711,20,Rate des Mehrwerts II Mehrarbeit Mehrwerth Mehrprodukt me Un ieSe
194781,20,Arbeit oder die Rate des Mehrwerths falsch ausgedrückt Der Arbeitstag
194815,28,Proportio 6 Stunden Mehrarbeit _ Mehrwerth von 3 sh _
194847,36,r Arbeitstag von 12 Stunden Mehrwerth von 3 sh t
194903,24,Gesetz die Mehrarbeit oder der Mehrwerth kann nie 100 erreichen17
194921,38,Theil des Arbeitstags oder der Mehrwerth stets nur einen aliquoten
195206,20,des absoluten und relativen Mehrwerts Mehrwerth stets kleiner als das
195274,20,der erstem Die Propor Mehrarbeit Mehrwerth 100 tion TTT kann
195301,32,Wohl aber die Rate des Mehrwerths oder der wirkliche Exploitationsgrad
195434,20,gegebenen Grenzen Die Darstellung von Mehrwerth und Werth der Arbeitskraft
195704,20,schon anticipirt habe ist III Mehrwerth Mehrarbeit _ Unbezahlte Arbeit
195900,20,Kommando über unbezahlte Arbeit Aller Mehrwerth in welcher besondern Gestalt
195951,20,die Physiokraten das Geheimniß des Mehrwerths nicht durchschauten war ihnen
196541,20,diesem Fall producirte er keinen Mehrwerth für den Käufer 10
199313,20,von Preis der Arbeitskraft und Mehrwerth sich durch einfache Formverändrung
201851,20,Ar 15 beitstags erzeugten anormalen Mehrwerths ebenfalls aus dem Verkaufspreis
204264,20,die Proportion zwischen Arbeitslohn und Mehrwerth unverändert da dem individuellen
204280,20,ihm individuell gelieferte Masse von Mehrwerth 51a Diesem naturwüchsigen Resultat
206230,20,relativen d h mit dem Mehrwerth verglichenen Werthgröße der Arbeitskraft
206859,20,Arbeitspreis im Verhältniß sowohl zum Mehrwerth wie zum Werth des
207807,20,ganze Analyse der Produktion des Mehrwerths beweist die Abgeschmacktheit dieser
208184,20,ursprünglich vorgeschossene Kapital plus eines Mehrwerths enthält Diese Waaren müssen
208293,20,579 Der Kapitalist der den Mehrwerth producirt d h unbezahlte
208320,31,keineswegs der letzte Eigenthümer dieses Mehrwerths Er hat ihn hinterher
208347,41,Grundeigenthümer u s w Der Mehrwerth spaltet sich daher in
208382,44,w Diese verwandelten Formen des Mehrwerths können erst im dritten
208447,20,Producent als Eigenthümer des ganzen Mehrwerths oder wenn 35 man
208507,20,Kapital Ferner Der Bruch des Mehrwerths in verschiedne Stücke ändert
208533,32,Akkumulation wird Welche Proportion des Mehrwerths der kapitalistische Producent immer
208575,33,verdunkeln die Zerspaltung des 10 Mehrwerths und die vermittelnde Bewegung
208868,20,in Kapital verwandelt und einen Mehrwerth von 20 Pfd St
208901,25,des processirenden Kapitals erhält der Mehrwerth die Form einer aus
209026,20,ihren eignen Werth als den Mehrwerth in Waaren realisirt hat
209036,36,Er hat also wie den Mehrwerth den wir einstweilen nur
209889,20,periodisch z B jährlich erzeugte Mehrwerth 200 Pfd St und
209896,24,Pfd St und wird dieser Mehrwerth jährlich verzehrt so ist
209913,39,Processes die Summe des verzehrten Mehrwerths 5 x 200 ist
209932,51,Pfd St Würde der jährliche Mehrwerth nur theilweis verzehrt z
209966,52,dividirt durch den jährlich verzehrten Mehrwerth ergiebt die Jahres 25
210004,50,der fremden unbezahlten Arbeit den Mehrwerth verzehrt und den ursprünglichen
210040,49,derselben Jahreszahl ohne Aequivalent angeeigneten Mehrwerths und die von ihm
210250,20,des von ihm unentgeltlich angeeigneten Mehrwerths Kein Werthatom sei 10
210289,23,in akkumulirtes Kapital oder kapitalisirten Mehrwerth War es selbst bei
213770,20,nicht nur Waare nicht nur Mehrwerth er producirt und reproducirt
213794,20,5 ZWEIUNDZWANZIGSTES KAPITEL Verwandlung von Mehrwerth in Kapital 1 Kapitalistischer
213821,32,wir zu betrachten wie der Mehrwerth aus dem Kapital jetzt
213831,48,wie das Kapital aus dem Mehrwerth entspringt Anwen 595 dung
213837,66,entspringt Anwen 595 dung von Mehrwerth als Kapital oder Rückverwandlung
213843,85,als Kapital oder Rückverwandlung von Mehrwerth in Kapital heißt Akkumulation
213903,56,St Bei einer Rate des Mehrwerths von 100 steckt der
213908,73,Mehrwerths von 100 steckt der Mehrwerth im Mehrprodukt oder Nettoprodukt
213958,58,Gelde nicht an daß es Mehrwerth ist Der Charakter eines
213965,73,Der Charakter eines Werths als Mehrwerth zeigt wie er zu
214200,20,Spinnerei und bringt seinerseits einen Mehrwerth von 400 Pfd ein
214213,34,ursprünglich vorgeschossen in Geldform der Mehrwerth dagegen existirt von vornherein
214241,43,ursprüngliche Form wieder aber der Mehrwerth verwandelt seine ursprüngliche Daseinsweise
214254,56,an sind jedoch Kapitalwerth und Mehrwerth beides Geldsummen und ihre
214479,20,Netto oder Mehrprodukt worin der Mehrwerth steckt Und woraus besteht
214510,27,das Alles so würde der Mehrwerth verjubelt bis auf die
214612,20,war Mit einem Wort der Mehrwerth ist nur deßhalb in
214736,20,einzuverleiben und die Verwandlung des Mehrwerths in Kapital ist fertig
214803,20,000 Pfd St bringt einen Mehrwerth von 2000 Pfd St
214820,35,2000 Pfd St bringt einen Mehrwerth von 400 Pfd St
214838,48,Kapital verwandelt bringt einen neuen Mehrwerth von 80 Pfd St
214857,58,vom Kapitalisten verzehrten Theil des Mehrwerths Ebensowenig interessirt es uns
215012,20,fortfährt sich zu reproduciren und Mehrwerth zu produciren und daß
215104,20,ganz genau Es ist kapitalisirter Mehrwerth Von Ursprung an enthält
215428,20,2000 Pfd St dessen kapitalisirter Mehrwerth es ist Eigenthum an
215464,23,kann er akkumuliren Insofern der Mehrwerth woraus Zusatzkapital Nr I
215896,20,in akkumulirtes Kapital oder kapitalisirten Mehrwerth verwandelt Aber im Strom
215930,22,h dem in Kapital rückverwandelten Mehrwerth oder Mehrprodukt ob nun
