x,y,quote
4412,91,sie den Waaren Werth Alle Arbeit ist 5 andrerseits Verausgabung
4430,98,in dieser Eigenschaft konkreter nützlicher Arbeit pro ducirt sie Gebrauchswerthe16
4574,20,Ausdrücke derselben gesellschaftlichen Einheit menschlicher Arbeit sind daß ihre Werthgegenständlichkeit
4590,34,Um zu beweisen daß die Arbeit allein das endgültige und
4617,44,25 Â Smith Gleiche Quantitäten Arbeit müssen zu allen Zeiten
4628,58,an allen Orten für den Arbeiter selbst denselben Werth haben
4703,20,Waarenwerthe durch den Werth der Arbeit und sucht daher nachzuweisen
4711,37,daher nachzuweisen daß gleiche Quantitäten Arbeit stets denselben Werth haben
4721,54,Andrerseits ahnt er daß die Arbeit soweit sie sich im
5808,20,die Waaren bloße Gallerten menschlicher Arbeit so reducirt unsre Analyse
5863,20,wird die in ihm steckende Arbeit der in ihr steckenden
5868,38,Arbeit der in ihr steckenden Arbeit gleichge setzt Nun ist
5890,50,die Leinwand macht verschiedenartige konkrete Arbeit Aber die Gleichsetzung mit
5905,62,thatsächlich auf das in beiden Arbeiten wirklich Gleiche auf ihren
5913,79,auf ihren gemeinsamen Charakter menschlicher Arbeit Auf diesem Umweg ist
5937,81,Schneiderei besitzt also abstrakt menschliche Arbeit ist Nur der Aequivalenzausdruck
5950,92,den specifischen Charakter der werthbildenden Arbeit zum Vorschein indem er
5962,105,den verschiedenartigen Waaren steckenden verschiedenartigen Arbeiten thatsächlich auf ihr Gemeinsames
5970,122,ihr Gemeinsames reducirt auf menschliche Arbeit überhaupt1721 17a Note zur
6001,108,nicht den specifischen Charakter der Arbeit auszudrükken woraus der Werth
6016,113,im flüssigen Zustand oder menschliche Arbeit bildet Werth aber ist
6038,111,den Leinwandwerth als Gallerte menschlicher Arbeit auszudrücken muß er als
6181,20,worden Es ist also menschliche Arbeit in ihm aufgehäuft Nach
6347,20,ist als der Austausch einer Arbeit gegen andre Arbeit wird
6350,37,Austausch einer Arbeit gegen andre Arbeit wird der Werth aller
6360,55,Dinge am richtigsten geschätzt in Arbeit The Works of Franklin
6388,60,den Werth aller Dinge in Arbeit schätzt er von der
6396,75,von der Verschiedenheit der ausgetauschten Arbeiten abstrahirt und sie so
6404,93,sie so auf gleiche menschliche Arbeit reducirt Was er nicht
6419,103,spricht erst von der einen Arbeit dann von der andren
6424,122,Arbeit dann von der andren Arbeit schließlich von Arbeit ohne
6427,142,der andren Arbeit schließlich von Arbeit ohne weitere Bezeichnung als
6542,20,Um zu sagen daß die Arbeit in der abstrakten Eigenschaft
6548,37,in der abstrakten Eigenschaft menschlicher Arbeit ihren eignen Werth bildet
6568,50,also Werth ist aus derselben Arbeit besteht wie die Leinwand
6705,20,Werthkörper bezieht als Materiatur menschlicher Arbeit macht sie den Gebrauchswerth
6770,20,enthält ein bestimmtes Quantum menschlicher Arbeit Die Werthform hat also
6953,20,beide Waarenquanta also gleich viel Arbeit kosten oder gleich große
7582,20,steigt obgleich unterdessen nicht weniger Arbeit auf A verausgabt wird
7643,20,das Quantum der ihr einverleibten Arbeit denn wenn ein Wechsel
7708,20,auf einen Artikel verausgabte Quantität Arbeit seinen Werth regulirt sondern
8752,20,stets als Verkörperung abstrakt menschlicher Arbeit und ist stets das
8762,20,Produkt einer bestimmten nützlichen konkreten Arbeit Diese konkrete Arbeit wird
8765,39,nützlichen konkreten Arbeit Diese konkrete Arbeit wird 26 also zum
8773,58,also zum Ausdruck abstrakt menschlicher Arbeit Gilt der Rock z
8796,64,als bloße Verwirklichungsform abstrakt menschlicher Arbeit Im Werthausdruck der Leinwand
8831,61,Werth ist also Gallerte von Arbeit die sich durchaus nicht
8842,73,von der im Leinwandwerth vergegenständlichten Arbeit Um solch einen Werthspiegel
8860,82,außer ihrer abstrakten Eigenschaft menschliche Arbeit zu sein In der
8885,81,daher die allgemeine Eigenschaft menschlicher Arbeit und mögen daher in
8939,58,seiner allgemeinen Eigenschaft als menschliche Arbeit den Leinwandwerth bildet wird
8949,70,ihm die Schneiderei die konkrete Arbeit die das Leinwand Aequivalent
8962,84,die handgreifliche Verwirklichungsform abstrakt menschlicher Arbeit Es ist also eine
9014,63,Erstes Kapitel Die Ware krete Arbeit zur Erscheinungsform ihres Gegentheils
9022,76,ihres Gegentheils abstrakt menschli cher Arbeit wird Indem aber diese
9028,95,wird Indem aber diese konkrete Arbeit die Schneiderei als bloßer
9036,113,als bloßer Ausdruck unterschiedsloser menschlicher Arbeit gilt besitzt sie die
9046,130,Form der Gleichheit mit andrer Arbeit der in der Leinwand
9052,148,der in der Leinwand steckenden Arbeit und ist daher obgleich
9063,164,wie alle andre Waaren producirende Arbeit dennoch Arbeit in unmittelbar
9065,184,andre Waaren producirende Arbeit dennoch Arbeit in unmittelbar gesellschaftlicher Form
9096,158,Eigenthümlichkeit der Aequivalentform daß Privat arbeit zur Form ihres Gegentheils
9103,174,Form ihres Gegentheils wird zu Arbeit in unmittelbar gesellschaftlicher Form
9404,20,vorstellt Und das ist menschliche Arbeit Erster Abschnitt Ware und
9418,32,der Form der Waarenwerthe alle Arbeiten als gleiche menschliche Arbeit
9422,51,alle Arbeiten als gleiche menschliche Arbeit und daher als gleichgeltend
9467,47,und gleiche 28 Gültigkeit aller Arbeiten weil und insofern sie
9473,63,weil und insofern sie menschliche Arbeit überhaupt sind kann nur
10040,20,der Produktion eines Gebrauchsdings verausgabte Arbeit als seine gegenständliche Eigenschaft
10643,20,wahrhaft als Gallerte unterschiedsloser menschlicher Arbeit Denn die ihn bildende
10648,29,Arbeit Denn die ihn bildende Arbeit ist nun ausdrücklich als
10653,48,Arbeit ist nun ausdrücklich als Arbeit dargestellt der jede andre
10659,67,dargestellt der jede andre menschliche Arbeit gleichgilt welche Naturalform sie
10902,20,besondre Verwirklichungs oder Erscheinungsformen menschlicher Arbeit schlechthin 3 Mängel der
11067,20,nicht erschöpfende Erscheinungsform der menschlichen Arbeit Diese besitzt ihre vollständige
11816,20,l A so viel Werthsubstanz Arbeit als in 1 Pfd
11875,20,allgemeine gesellschaftliche Verpuppung aller menschlichen Arbeit Die Weberei die Privatarbeit
11897,34,der Gleichheit mit allen andren Arbeiten Die zahllosen Gleichungen woraus
11917,46,der Leinwand verwirk 25 lichte Arbeit jeder in andrer Waare
11923,63,jeder in andrer Waare enthaltenen Arbeit gleich und machen dadurch
11934,79,Weberei zur allgemeinen Erscheinungsform menschlicher Arbeit überhaupt So ist die
11942,97,ist die im Waarenwerth vergegenständlichte Arbeit nicht nur negativ dargestellt
11948,116,nicht nur negativ dargestellt als Arbeit worin von allen konkreten
11959,131,und nützlichen Eigenschaften der wirklichen Arbeiten abstrahirt wird Ihre 30
11976,137,ist die Reduktion aller wirklichen Arbeiten auf den ihnen gemeinsamen
11983,154,den ihnen gemeinsamen Charakter menschlicher Arbeit auf die Verausgabung menschlicher
12000,159,als bloße Gallerten unterschiedsloser menschlicher Arbeit darstellt zeigt durch ihr
12029,140,der allgemein menschliche Charakter der Arbeit ihren specifisch gesellschaftlichen Charakter
13254,20,als Produkt menschli 10 eher Arbeit erhält Es ist sinnenklar
13381,20,erstens wie verschieden die nützlichen Arbeiten oder produktiven Thätigkeiten sein
13442,20,Verausgabung oder die Quantität der Arbeit so ist die Quantität
13453,36,sinnfällig von der Qualität der Arbeit unterscheidbar In allen Zuständen
13487,42,irgend einer Weise für einander arbeiten erhält ihre Arbeit auch
13490,61,für einander arbeiten erhält ihre Arbeit auch eine gesellschaftliche Form
13537,53,eines Morgens Land nach der Arbeit eines Tages berechnet und
13610,20,selbst Die Gleichheit der menschlichen Arbeiten erhält die sachliche Form
13649,25,worin jene gesellschaftlichen Bestimmungen ihrer Arbeiten bethätigt werden erhalten die
13677,35,die gesellschaftlichen Charaktere ihrer eignen Arbeit als gegenständliche Charaktere der
13911,20,dem eigenthümlichen gesellschaftlichen Charakter der Arbeit welche Waaren producirt Gebrauchsgegenstände
14007,20,die gesellschaftlichen Beziehungen ihrer Privat arbeiten als das was sie
14024,35,Verhältnisse der Personen in ihren Arbeiten selbst sondern vielmehr als
14120,20,müssen einerseits als bestimmte nützliche Arbeiten ein bestimmtes ge 20
14142,33,Systems der gesellschaftlichen Theilung der Arbeit bewähren Sie befriedigen andrerseits
14176,39,Die Gleichheit toto coelo verschiedner Arbeiten kann nur in einer
14202,47,Verausgabung menschlicher Arbeitskraft abstrakt menschliche Arbeit besitzen Das Gehirn der
14256,34,der Gleichheit 43 der verschiedenartigen Arbeiten in der 35 Form
14291,39,bloß sachliche Hüllen gleichartig menschlicher Arbeit gelten Umgekehrt Indem sie
14314,48,Erstes Kapitel Die Ware verschiednen Arbeiten einander als menschliche Arbeit
14318,67,verschiednen Arbeiten einander als menschliche Arbeit gleich Sie wissen das
14407,20,ihrer Produk tion verausgabten menschlichen Arbeit sind macht Epoche in
14426,34,Schein der gesellschaftlichen Charaktere der Arbeit Was nur für diese
14454,43,in ihrer Gleichheit als menschliche Arbeit besteht und die Form
14715,20,Ware und Geld lung der Arbeit allseitig von einander abhängigen
14971,20,die allgemeine Verkörperung abstrakter menschlicher Arbeit so springt die Verrücktheit
15164,20,befriedigen und muß daher nützliche Arbeiten verschiedner Art verrichten Werkzeuge
15221,20,also nur verschiedne Weisen menschlicher Arbeit sind Die Noth selbst
15544,20,Getriebe ein Die Naturalform der Arbeit ihre Besonderheit und nicht
15576,25,wie die Waaren producirende 5 Arbeit aber jeder Leibeigne weiß
15634,20,nisse der Personen in ihren Arbeiten erscheinen jedenfalls als ihre
15661,31,gemeinsamer d h unmittelbar vergesellschafteter Arbeit brauchen wir nicht zurückzugehn
15729,20,wechselseitig als Waaren Die verschiednen Arbeiten welche diese Produkte erzeugen
15758,31,ihre eigne naturwüchsige Theilung der Arbeit besitzt so gut wie
15780,43,der Jahreszeit wechselnden Naturbedingungen der Arbeit regeln ihre Vertheilung unter
15969,20,vor die mit gemeinschaftlichen Produktionsmitteln arbeiten und ihre vielen individuellen
15986,33,Alle Bestimmungen von Robinson s Arbeit wiederholen sich hier nur
16088,20,Lebensmitteln sei bestimmt durch seine Arbeits zeit Die Arbeitszeit würde
16145,20,Beziehungen der Menschen zu ihren Arbeiten und ihren Arbeitsprodukten bleiben
16197,20,zu beziehn als gleiche menschliche Arbeit ist das Christenthum mit
16349,20,Entwicklungs stufe der Produktivkräfte der Arbeit und entsprechend befangene Verhält
16512,20,annimmt warum sich also die Arbeit im Werth und das
16519,36,Werth und das Maß der Arbeit durch ihre Zeitdauer in
16573,27,und mit klarem Bewußtsein die Arbeit wie sie sich im
16581,44,sich im Werth von derselben Arbeit soweit sie sich im
16600,55,thatsächlich 25 da sie die Arbeit das einemal quantitativ das
16619,64,daß bloß quantitativer Unterschied der Arbeiten ihre qualitative Einheit oder
16632,76,ihre Reduktion auf abstrakt menschliche Arbeit Ricardo z B erklärt
16779,20,die den Reichthum bilden die Arbeit repräsentiren die sie geschaffen
16799,33,und Tauschwerth vom Werth der Arbeit erhalten Er fällt damit
16816,47,Werth einer Waare hier der Arbeit voraussetzt um dadurch hinterher
16840,54,im Gebrauchswerth als Tauschwerth sich Arbeit nicht Werth der Arbeit
16844,73,sich Arbeit nicht Werth der Arbeit darstellt Er selbst aber
16856,88,wenig den zwieschlächtigen Charakter der Arbeit die doppelt dargestellt ist
16900,72,zwar mit ihm selbst über Arbeit als Werthquelle und dennoch
16958,46,ständliche Naturnothwendigkeit als die produktive Arbeit selbst Vorbürgerliche Formen des
17058,20,liegt tiefer Die Werthform des Arbeits 15 produkts ist die
17601,20,die auf ein Ding verwandte Arbeit auszudrücken kann er nicht
18398,20,als bloße Ausdrücke 35 menschlicher Arbeit Wenn die Ricardianer dem
19049,20,die auf sie verausgabte menschliche Arbeit zählt nur soweit sie
20242,20,sich daher zur Materiatur menschlicher Arbeit überhaupt ausweitet geht die
20334,20,abstrakter und daher gleicher menschlicher Arbeit kann nur eine Materie
20723,20,Charaktere welche gesellschaftliche Bestimmungen der Arbeit auf Grundlage einer bestimmten
21870,20,die unmittelbare Inkarnation aller menschlichen Arbeit Daher die Magie des
22024,20,Waaren als Werthe vergegenständlichte menschliche Arbeit daher an und für
22386,20,Privatarbeit nicht als unmittelbar gesellschaftliche Arbeit als ihr Gegentheil behandelt
22433,20,Theatermarke Owen setzt unmittelbar vergesellschaftete Arbeit voraus eine der Waarenproduktion
22732,20,h das Quantum 10 menschlicher Arbeit das z B in
22752,31,Quantum der Geldwaare welches gleichviel Arbeit enthält Je nachdem also
23373,20,gesellschaftli che Inkarnation der menschlichen Arbeit Maßstab der Preise als
23882,20,ten Goldquantums ein gegebnes Quantum Arbeit kostet In Bezug auf
24691,20,der in der Waare vergegenständlichten Arbeit Die Aequivalenz der Waare
24760,20,ihrer Werthgröße ist Gesellschaftlich nothwendige Arbeit von gleicher 20 Größe
25192,20,Produktionsbedingungen oder gleichbleibender Produktivkraft der Arbeit muß nach wie vor
25455,20,Werth hat weil keine menschliche Arbeit in ihm vergegenständlicht ist
26488,20,gegen Waare Stoffwechsel der gesellschaftlichen Arbeit in dessen Resultat der
26543,20,Waarenbesitzer Die gesellschaftliche Theilung der Arbeit macht seine Arbeit ebenso
26546,39,Theilung der Arbeit macht seine Arbeit ebenso einseitig als seine
26599,30,sein die auf sie verausgabte Arbeit also in gesellschaftlich nützlicher
26616,44,Glied der gesellschaftlichen Theilung der Arbeit bewähren Aber die Theilung
26622,62,bewähren Aber die Theilung der Arbeit ist ein naturwüchsiger Produktionsorganismus
26682,41,Waarenproducenten reißt sich eine besondre Arbeits Verrichtung heute 65 de
26801,20,Platze verdrängt Ist auch die Arbeit wie die unsres Leinwebers
26961,20,in ihr vergegenständlichten Quantums gesellschaftlicher Arbeit Aber ohne Erlaubniß und
27144,20,gesellschaftlich bestimmten Quantums gleichartiger menschlicher Arbeit 40 Man sieht die
27193,20,im System der Theilung der Arbeit darstellt Unsere Waarenbesitzer entdecken
27203,37,daher daß dieselbe Theilung der Arbeit die sie zu unabhängigen
27241,40,Abhängigkeit ergänzt Die Theilung der Arbeit verwandelt das Arbeitsprodukt in
27496,20,ein Verhältniß worin sie fremdes Arbeits produkt nur aneignen indem
27737,20,brauchswerths und der besondren nützlichen Arbeit ab welcher sie den
27753,33,gleichförmige gesellschaftliche Materiatur unterschiedsloser menschlicher Arbeit zu verpuppen Man sieht
28833,20,und den Stoffwechsel der menschlichen Arbeit entwik71 Il y a
29346,20,Gebrauchswerth und Werth von Privat arbeit die sich zugleich als
29353,30,sich zugleich als unmittelbar gesellschaftliche Arbeit darstellen muß von besondrer
29359,49,darstellen muß von besondrer konkreter Arbeit die zugleich nur als
29366,67,zugleich nur als abstrakt allgemeine Arbeit gilt von Personificirung der
33213,20,einer Apotheose der Theilung der Arbeit Hinterher 35 im letzten
33236,20,Lehrers Denunciation der Theilung der Arbeit 79 The prices of
34951,20,für die Krone vortheilhaft ist Arbeiten der Kaiserlich Russischen Gesandtschaft
36968,20,unmittelbar gesellschaftliche Inkarnation aller menschlichen Arbeit Der 91 Gold yellow
38963,20,die individuelle Inkarnation der gesellschaftlichen Arbeit selbständiges Dasein des Tauschwerths
40571,20,gesellschaftliche Ver11117 wirklichungsform der menschlichen Arbeit in abstracto ist Seine
41619,20,der in edlen Metallen realisirten Arbeit der Gold und Silber
43521,20,Stoffe worin sich die gesellschaftliche Arbeit darstellt bildet hier den
46922,20,h dasselbe Quantum vergegenständlichter gesellschaftlicher Arbeit bleibt in der Hand
50017,20,Gesetzen gemessenes Quantum seiner eignen Arbeit enthält Dieß Quantum Arbeit
50021,20,eignen Arbeit enthält Dieß Quantum Arbeit drückt sich 34 Benjamin
50107,20,B 10Pfd St Aber seine Arbeit stellt sich nicht dar
50151,21,Waarenbesitzer kann 5 durch seine Arbeit Werthe bilden aber keine
50174,34,Werth neuen Werth durch neue Arbeit zusetzt z B aus
50796,20,Verbrauch also selbst Vergegenständlichung von Arbeit wäre daher Werthschöpfung Und
51006,20,war außer daß der freie Arbeiter und das Kreditwesen fehlten
51188,20,zu können worin sich seine Arbeit vergegenständlicht hat 15 vielmehr
51336,20,Alle Gesetzbücher bei Völkern freier Arbeit regeln Kündigungsbedingungen des Kontrakts
51384,20,versteckt Durch Vorschüsse die in Arbeit abzutragen und sich von
51398,36,wird nicht nur der einzelne Arbeiter sondern seine Familie thatsächlich
51488,20,Veräußerung meiner ganzen durch die Arbeit konkreten Zeit und der
51542,20,der Geldbesitzer also den freien Arbeiter auf dem Waarenmarkt vorfinden
51591,20,Die Frage warum dieser freie Arbeiter ihm in der Cirkulationssphäre
51839,20,so weit entwickelte Theilung der Arbeit innerhalb der Gesellschaft daß
51971,20,Produktions und Lebensmitteln den freien Arbeiter 5 als Verkäufer seiner
52147,20,ihres Besitzers nothwendigen Lebensmittel Die Arbeits 25 kraft verwirklicht sich
52162,34,bethätigt sich nur in der Arbeit Durch ihre Bethätigung die
52167,53,Arbeit Durch ihre Bethätigung die Arbeit wird aber ein bestimmtes
52226,35,Lebensmittel muß also hinreichen das arbeitende Individuum als arbeitendes In
52229,54,hinreichen das arbeitende Individuum als arbeitendes In 41 Was also
52244,67,daß die Arbeitskraft für den Arbeiter selbst die Form einer
52253,83,einer ihm gehörigen Waare seine Arbeit daher die Form der
52336,24,empfing daher weil er leichtere Arbeit hat als die Knechte
52438,20,ensansprüchen die Klasse der freien Arbeiter sich gebildet hat44 Im
52561,20,d h der Kinder der Arbeiter so daß sich diese
52759,20,1815 p 62 Das Wort Arbeit steht hier fälschlich für
52926,20,Waarenmasse steckten 6 Stunden gesellschaftlicher Arbeit 15 so vergegenständlicht sich
53161,20,man von den Subsistenzmitteln der Arbeit während des Produktionsprocesses abstrahirt
53174,34,être de raison begreifen Wer Arbeit sagt wer Arbeitsvermögen sagt
53190,48,von Geld in Kapital gleich Arbeiter und Subsistenzmittel Arbeiter und
53193,67,Kapital gleich Arbeiter und Subsistenzmittel Arbeiter und Arbeitslohn47 Wer Arbeitsvermögen
53201,86,Wer Arbeitsvermögen sagt sagt nicht Arbeit so wenig als wer
53249,68,verkauft so nützt es dem Arbeiter nichts so empfindet er
53349,20,denn ein bestimmtes Quantum gesellschaftlicher Arbeit ward zur Produktion der
53451,20,Woche49 Ueberau schießt daher der Arbeiter dem Kapitalisten den Gebrauchswerth
53475,32,erhält überall kreditirt daher der Arbeiter dem Kapitalisten Daß dieß
54195,20,Entwicklung des Kredits den der Arbeiter dem Kapitalisten giebt kann
54209,25,englischer Kohlenbergwerksbesitzer betrachten wonach der Arbeiter erst Ende des Monats
54667,20,folgt ihm nach als sein Arbeiter der Eine bedeutungsvoll 155
54723,20,Gebrauch der Arbeitskraft ist die Arbeit selbst Der Käufer der
54737,36,sie indem er ihren Verkäufer arbeiten läßt Letztrer wird hierdurch
54746,53,hierdurch actu sich bethätigende Arbeitskraft Arbeiter was er früher nur
54755,70,nur potentia war Um seine Arbeit in Waaren darzustellen muß
54792,65,Artikel den der Kapitalist vom Arbeiter anfertigen läßt Die Produktion
54832,58,Form zu betrachten 15 Die Arbeit ist zunächst ein Proceß
54948,20,25 tig instinktmäßigen Formen der Arbeit zu thun Dem Zustand
54955,37,thun Dem Zustand worin der Arbeiter als Verkäufer seiner eignen
54975,49,Zustand entrückt worin die menschliche Arbeit ihre erste instinktartige Form
54987,63,abgestreift hatte Wir unterstellen die Arbeit in einer Form worin
55071,20,schon in der Vorstellung des Arbeiters also schon ideell vorhanden
55126,20,der Anstrengung der Organe die arbeiten ist der zweckmäßige Wille
55141,36,für die ganze Dauer der Arbeit erheischt und um so
55162,47,und Weise ihrer Ausführung den Arbeiter mit sich fortreißt je
55191,52,die zweckmäßige Thätigkeit oder die Arbeit selbst ihr Gegenstand und
55228,51,allgemeine Gegenstand 157 der menschlichen Arbeit vor Alle Dinge welche
55234,67,vor Alle Dinge welche die Arbeit nur von ihrem unmittelbaren
55285,53,selbst schon sozusagen durch frühere Arbeit filtrirt so nennen wir
