x,y,quote
4544,70,Man mag daher eine einzelne Waare drehen und wenden wie
4563,74,wir uns jedoch daß die Waaren nur Werthgegenständlichkeit besitzen sofern
4602,66,ist woran der Werth aller Waaren zu allen Zeiten geschätzt
4691,20,das in der Produktion der Waare verausgabte Arbeitsquantum mit der
4728,26,sie sich im Werth der Waaren darstellt nur als Verausgabung
4877,20,nur im gesellschaftlichen Verhältniß von Waare zu Waare 15 erscheinen
4879,38,gesellschaftlichen Verhältniß von Waare zu Waare 15 erscheinen kann Wir
4893,53,vom Tauschwerth oder Austauschverhältniß der Waaren aus um ihrem darin
4926,56,sonst nichts weiß daß die Waaren eine mit den bunten
4971,47,Entwicklung des im Werthverhältniß der Waaren enthaltenen Werthausdrucks von seiner
4999,52,ist offenbar das Werthverhältniß einer Waare zu einer einzigen verschiedenartigen
5004,70,Waare zu einer einzigen verschiedenartigen Waare gleichgültig welcher Das Werthverhältniß
5010,89,gleichgültig welcher Das Werthverhältniß zweier Waaren liefert daher den einfachsten
5018,107,den einfachsten Werthausdruck für eine Waare A Einfache einzelne oder
5026,125,einzelne oder zufällige Werthform 20 Waare A y Waare B
5029,145,Werthform 20 Waare A y Waare B oder Waare A
5032,165,A y Waare B oder Waare A ist y Waare
5036,184,oder Waare A ist y Waare B werth 20 Ellen
5084,128,Es spielen hier zwei verschiedenartige Waaren A und B in
5115,106,Material dieses Werthausdrucks Die erste Waare spielt eine aktive die
5129,113,Rolle Der Werth der ersten Waare ist als relativer Werth
5144,121,in relativer Werthform Die zweite Waare funktionirt als Aequivalent oder
5192,89,Erster Abschnitt Ware und Geld Waaren die der Werthausdruck auf
5255,50,werden d h in andrer Waare Die relative Werthform der
5267,63,daher daß irgend eine andre Waare sich ihr gegenüber in
5278,78,Aequivalentform befindet Andrerseits diese andre Waare die als Aequivalent figurirt
5303,79,liefert nur dem Werthausdruck andrer Waare das Material Allerdings schließt
5368,44,Aequivalent statt des Rockes Dieselbe Waare kann also in demselben
5388,54,vielmehr polarisch aus Ob eine Waare sich nun in relativer
5415,58,h davon ob sie die Waare ist deren Werth oder
5422,75,deren Werth oder aber die Waare worin Werth ausgedrückt wird
5443,80,wie der einfache Werthausdruck einer Waare im Werthverhältniß zweier Waaren
5447,99,einer Waare im Werthverhältniß zweier Waaren steckt muß man letzteres
5633,20,Aber die zwei qualitativ gleichgesetzten Waaren spielen nicht dieselbe Rolle
5804,20,wir Als Werthe sind die Waaren bloße Gallerten menschlicher Arbeit
5830,30,Werthform Anders im Werthverhältniß einer Waare zur andern Ihr Werthcharakter
5845,45,eigne Beziehung zu der andern Waare Indem z B der
5943,20,ist Nur der Aequivalenzausdruck verschiedenartiger Waaren bringt den specifischen Charakter
5959,35,er die in den verschiedenartigen Waaren steckenden verschiedenartigen Arbeiten thatsächlich
6059,20,und ihr zugleich mit anderer Waare gemeinsam ist Die Aufgabe
6316,20,als Werthform Der Werth der Waare Leinwand wird daher ausgedrückt
6324,34,daher ausgedrückt im Körper der Waare Rock der Werth einer
6329,53,Waare Rock der Werth einer Waare Werths durchschaut hat der
6519,20,sie in Umgang mit andrer Waare dem Rock tritt Nur
6646,20,valoir daß die Gleichsetzung der Waare B mit der Waare
6650,37,der Waare B mit der Waare A der eigne Werthausdruck
6656,57,A der eigne Werthausdruck der Waare A ist Paris vaut
6672,69,wird also die Naturalform der Waare B zur Werthform der
6677,87,Waare B zur Werthform der Waare A oder der Körper
6683,106,A oder der Körper der Waare B zum Werthspiegel der
6688,126,Waare B zum Werthspiegel der Waare A18 Indem sich die
6693,145,Waare A18 Indem sich die Waare A auf die Waare
6697,165,die Waare A auf die Waare B als Werthkörper bezieht
6719,159,eignen Werthausdrucks Der Werth der Waare A so ausgedrückt im
6726,176,so ausgedrückt im Gebrauchswerth der Waare B besitzt die Form
6741,186,Bestimmtheit der relativen Werthform Jede Waare deren Werth ausgedrückt werden
6797,117,s dem Menschen wie der Waare Da er weder mit
6871,53,Ware und Geld Werthverhältniß der Waare A zur Waare B
6874,72,Werthverhältniß der Waare A zur Waare B der Leinwand zum
7099,20,Rock Der relative Werth der Waare A d h ihr
7108,35,ihr Werth ausgedrückt in der Waare B steigt und fällt
7119,51,direkt wie der Werth der Waare A bei gleichbleibendem Werth
7125,70,A bei gleichbleibendem Werth der Waare B 25 IL Der
7191,39,Röcke Bei gleichbleibendem Werth der Waare A fällt oder steigt
7201,54,daher ihr relativer in der Waare B ausgedrückter Werth im
7372,20,man sie mit einer dritten Waare vergleicht deren Werth konstant
7384,35,oder fielen die Werthe aller Waaren gleichzeitig und in 22
7463,20,auf den relativen Werth einer Waare ergiebt sich einfach durch
7503,24,Werths Der relative Werth einer Waare kann wechseln obgleich ihr
7633,20,aufstellt daß der Werth einer Waare stets bestimmt ist durch
7818,20,Man hat gesehn Indem eine Waare A die Leinwand ihren
7828,35,Werth im Gebrauchswerth einer verschiedenartigen Waare B dem Rock ausdrückt
7890,20,austauschbar ist Die Aequivalentform einer Waare ist folglich die Form
7900,37,ihrer unmittelbaren Austauschbarkeit mit anderer Waare 10 Wenn eine Waarenart
8050,20,was 2 Röcke Weil die Waaren 25 art Rock hier
8148,20,zu sehen Die Aequivalentform einer Waare ent 35 hält vielmehr
8178,30,des Werths Die Naturalform der Waare wird zur Werthform Aber
8197,43,quo ereignet sich für eine Waare B Rock oder Weizen
8215,53,Werthverhältnisses worin eine beliebige andre Waare A Leinwand etc zu
8228,67,innerhalb dieser Beziehung Da keine Waare sich auf sich selbst
8254,69,muß sie sich auf andre Waare als Aequivalent beziehn oder
8263,84,oder die Naturalhaut einer andren Waare zu ihrer eignen Werthform
8525,20,Indem die relative Werthform einer Waare z B der Leinwand
8695,20,indem er ihnen minder blendende Waaren unterschiebt und mit stets
8741,20,lösen giebt Der Körper der Waare die zum Aequivalent dient
8913,20,mysteriös Aber im Werthausdruck der Waare wird die Sache verdreht
9061,20,obgleich Privatarbeit wie alle andre Waaren producirende Arbeit dennoch Arbeit
9084,32,das unmittelbar austauschbar mit andrer Waare ist Es ist also
9154,20,aus daß die Geldform der Waare nur die weiter entwickelte
9172,35,Aus drucks des Werths einer Waare in irgend einer beliebigen
9178,53,in irgend einer beliebigen andren Waare denn er sagt 5
9535,20,daß er im Werthausdruck der Waaren ein Gleichheitsverhältniß entdeckt Nur
9568,24,Werthform Die einfache Werthform einer Waare ist enthalten in ihrem
9577,41,ihrem Werthverhältniß zu einer verschiedenartigen Waare oder im Austauschverhältniß mit
9586,59,mit derselben Der Werth der Waare A wird qualitativ ausgedrückt
9596,75,durch die unmittelbare Austauschbarkeit der Waare B mit der Waare
9600,94,der Waare B mit der Waare A Er wird quantitativ
9613,108,Austauschbarkeit eines bestimmten Quantums der Waare B mit dem gegebenen
9620,126,mit dem gegebenen Quantum der Waare A In andren Worten
9628,144,andren Worten Der Werth einer Waare ist selbstständig ausgedrückt durch
9651,138,und gäben Manier hieß Die Waare ist Gebrauchswerth und Tauschwerth
9663,149,dieß genau gesprochen falsch Die Waare ist Gebrauchswerth oder Gebrauchsgegenstand
9713,103,Austauschverhältniß zu einer zweiten verschiedenartigen Waare Weiß man das jedoch
9739,93,Werthform oder der Werthausdruck der Waare aus der Natur des
9826,23,daher auf die Aequivalentform der Waare die im Geld ihre
9840,39,modernen Freihandelshausirer dagegen die ihre Waare um jeden Preis losschlagen
9862,50,weder Werth noch Werthgröße der Waare außer in dem Ausdruck
9913,39,Betrachtung des im Werthverhältniß zur Waare B enthaltenen Werthausdrucks der
9918,57,Waare B enthaltenen Werthausdrucks der Waare A hat gezeigt daß
9928,74,innerhalb desselben die Naturalform der Waare A nur als Gestalt
9939,89,Gebrauchswerth die Natural form der Waare B nur als Werthform
9950,104,Werthgestalt gilt Der in der Waare eingehüllte innere Gegensatz von
9971,105,h durch das Verhältniß zweier Waaren worin die eine Waare
9975,124,zweier Waaren worin die eine Waare deren Werth ausgedrückt werden
9987,139,nur als Gebrauchswerth die andre Waare hingegen worin Werth ausgedrückt
10002,148,gilt Die einfache Werthform einer Waare ist also die einfache
10055,99,Werth verwandelt das Arbeitsprodukt in Waare Es folgt daher daß
10064,110,daß die einfache Werthform der Waare zugleich die einfache 30
10113,83,Der Ausdruck in irgend welcher Waare B unterscheidet den Werth
10119,98,B unterscheidet den Werth der Waare A nur von ihrem
10154,86,quantitative Proportionalität mit allen andren Waaren darzustellen Der einfachen relativen
10161,102,Der einfachen relativen Werthform einer Waare entspricht die einzelne Aequivalentform
10195,89,Ware und Geld einer andren Waare So besitzt der Rock
10236,73,derselben wird der Werth einer Waare A zwar in 5
10243,88,zwar in 5 nur einer Waare von andrer Art ausgedrückt
10253,104,Welcher Art aber diese zweite Waare ob Rock ob Eisen
10325,53,B Totale oder entfaltete Werthform Waare A u Waare B
10328,72,entfaltete Werthform Waare A u Waare B oder Waare C
10331,92,A u Waare B oder Waare C oder w Waare
10335,111,oder Waare C oder w Waare D 15 oder Waare
10339,131,w Waare D 15 oder Waare E oder etc 20
10379,103,Werthform 20 Der Werth einer Waare der Leinwand z B
10395,106,Elementen der Waarenwelt Jeder andre Waaren 31 körper wird zum
10595,20,die kunterbunten relativen Ausdrücke desselben Waaren Werths alle Begriffsbestimmung des
10708,20,Waarenart sondern zur Waarenwelt Als Waare ist sie Bürger dieser
10755,20,Thatsache sein daß diese zwei Waaren in einem bestimmten quantitativen
10803,20,etc dargestellt in zahllos verschiednen Waaren den verschiedensten Besitzern angehörig
10827,33,der Austausch die Werthgröße der Waare sondern umge 20 kehrt
10835,50,20 kehrt die Werthgröße der Waare ihre Austauschverhältnisse regulirt 2
10844,67,2 Die besondre Aequivalentform Jede Waare Rock Thee Weizen Eisen
10868,71,Die bestimmte Naturalform jeder dieser Waaren ist jetzt eine besondere
10918,55,ist der relative Werthausdruck der Waare unfertig weil seine Darstellungsreihe
10971,39,muß der relative Werth jeder Waare in dieser entfalteten Form
10983,54,ist die relative Werthform jeder Waare eine von der relativen
10997,66,Abschnitt Ware und Geld dren Waare verschiedne endlose Reihe von
11162,20,seine Leinwand mit vielen andren Waaren austauscht und daher ihren
11173,35,in einer Reihe von andren Waaren ausdrückt so müssen nothwendig
11184,51,die vielen andren Waarenbesitzer ihre Waaren mit Leinwand austauschen und
11194,67,daher die Werthe ihrer verschiedenen Waaren in derselben dritten Waare
11198,87,verschiedenen Waaren in derselben dritten Waare ausdrücken in Leinwand Keh
11266,49,Gold Y2 Tonne Eisen 35 Waare A u s w
11271,66,Waare A u s w Waare Erstes Kapitel Die Ware
11282,82,Veränderter Charakter der Werthform Die Waaren stellen ihre Werthe jetzt
11294,96,dar weil in einer einzigen Waare und 2 einheitlich weil
11301,114,2 einheitlich weil in derselben Waare Ihre Werthform ist einfach
11323,113,nur dazu den Werth einer Waare als etwas von ihrem
11407,40,zufälligen und gelegentlichen Austausch in Waaren verwan 15 delt werden
11423,52,die erste den Werth einer Waare von ihrem eignen Gebrauchswerth
11464,49,hier jeder gemeinsame Werthausdruck der Waaren direkt ausgeschlossen denn im
11472,64,denn im Werthausdruck je einer Waare erscheinen jetzt alle andren
11477,83,Waare erscheinen jetzt alle andren Waaren nur in der Form
11507,80,ge25 wohnheitsmäßig mit verschiednen andren Waaren ausgetauscht wird Die neu
11538,73,stellt so die Werthe aller Waaren dar durch ihre Gleichheit
11551,83,Leinwandgleiches ist der Werth jeder Waare jetzt nicht nur von
11573,86,als das ihr mit allen Waaren Gemeinsame ausgedrückt Erst diese
11583,100,Form bezieht daher wirklich die Waaren auf einander als Werthe
11604,103,drücken den Werth je einer Waare sei es 35 in
11612,119,35 in einer einzigen verschiedenartigen Waare sei es in einer
11622,135,Reihe vieler von ihr verschiednen Waaren aus Beidemal ist es
11634,149,sagen das Privatgeschäft der einzelnen Waare sich eine Werthform zu
11648,159,es ohne Zuthun der andren Waaren Diese spielen ihr gegenüber
11672,148,gemeinsames Werk der Waarenwelt Eine Waare gewinnt Erster Abschnitt Ware
11688,151,gleich 35 zeitig alle andren Waaren ihren Werth in demselben
11712,140,Vorschein daß die Werthgegenständlichkeit der Waaren weil sie das bloß
11749,109,von Leinwandgleichen erscheinen jetzt alle Waaren nicht nur als qualitativ
11858,20,Leinwand daher mit allen andren Waaren unmittelbar austauschbar Ihre Körperform
11921,20,lichte Arbeit jeder in andrer Waare enthaltenen Arbeit gleich und
12085,20,oder vereinzelte relative Werthform einer Waare macht eine andre Waare
12089,37,einer Waare macht eine andre Waare zum einzelnen Aequivalent Die
12104,52,dieser Ausdruck des Werthes einer Waare in allen andren 10
12109,70,Waare in allen andren 10 Waaren prägt ihnen die Form
12129,79,allgemeine Aequivalentform weil alle andren Waaren sie zum Material ihrer
12248,20,25 und sofern alle andren Waaren sich ihr gegenüber in
12323,20,einzigen Ausnahme alle ihr angehörigen Waaren von der allgemeinen Aequivalentform
12331,37,allgemeinen Aequivalentform ausgeschlossen sind Eine Waare die Leinwand befindet sich
12346,52,Austauschbarkeit mit allen andren 35 Waaren oder in unmittelbar gesellschaftlicher
12357,66,weil und sofern alle andren Waaren sich nicht darin befinden24
12409,51,daher einbilden man könne allen Waaren zugleich den Stempel unmit
12422,63,und Geld Umgekehrt ist die Waare die als allgemeines Aequivalent
12450,65,eine in allgemeiner Aequivalentform befindliche Waare auch zugleich an der
12507,44,besitzt keine mit den andren Waaren gemeinschaftliche relative Werthform sondern
12568,24,Sie 15 kann also jeder Waare zukommen Andrerseits befindet sich
12574,42,zukommen Andrerseits befindet sich eine Waare nur in allgemeiner Aequivalentform
12588,56,sofern sie durch alle andren Waaren als Aequivalent ausgeschlossen wird
12613,62,die einheitliche relative Werthform der Waaren 20 weit objective Festigkeit
12670,42,bevorzugten Platz hat unter den Waaren welche in Form II
12746,20,der nicht unmittelbaren Austauschbarkeit der Waaren Die Ausmalung dieser Philisterutopie
12834,20,Die Ware drücken eine bestimmte Waare historisch erobert das Gold
12846,36,daher in Form III die Waare Gold an die Stelle
12852,55,Gold an die Stelle der Waare Leinwand so erhalten wir
12880,60,Weizen 10 Y2 Tonne Eisen Waare A Es finden wesentliche
12962,20,mit der specifischen Naturalform der Waare Gold verwachsen 20 ist
12971,37,ist Gold tritt den andren Waaren nur als Geld gegenüber
12982,53,es ihnen bereits zuvor als Waare gegenüberstand Gleich allen andren
12987,72,Waare gegenüberstand Gleich allen andren Waaren funktionirte es auch als
13072,20,Der einfache relative Werthausdruck einer Waare z B der Leinwand
13083,36,der bereits als Geldwaare funktionirenden Waare z B dem Gold
13171,20,Ellen Leinwand 1 Rock oder Waare A y Waare B
13174,38,Rock oder Waare A y Waare B Die einfache Waarenform
13189,53,Geldform 4 Der Fetischcharakter der Waare und sein Geheimniß Eine
13194,72,Waare und sein Geheimniß Eine Waare scheint auf den ersten
13305,20,Ding Aber sobald er als Waare auftritt verwandelt er sich
13332,31,er stellt sich allen andren Waaren gegenüber auf den Kopf
13358,41,begänne25 Der mystische Charakter der Waare entspringt also nicht aus
13716,20,pro quo werden die Arbeitsprodukte Waaren sinnlich übersinnliche oder gesellschaftliche
13883,20,Arbeitsprodukten anklebt sobald sie als Waaren producirt werden und daher
13913,29,gesellschaftlichen Charakter der Arbeit welche Waaren producirt Gebrauchsgegenstände werden überhaupt
13919,47,producirt Gebrauchsgegenstände werden überhaupt nur Waaren weil sie Produkte von
14851,20,wel 15 che Arbeitsprodukte zu Waaren stempeln und daher der
14915,20,nur der gemeinschaftliche Geldausdruck der Waaren der zur Fixirung ihres
14992,20,Stiefel u s w diese Waaren auf Leinwand oder auf
15573,20,die Zeit gemessen wie die Waaren producirende 5 Arbeit aber
15726,20,nicht sich selbst wechselseitig als Waaren Die verschiednen Arbeiten welche
16177,20,sich zu ihren Produkten als Waaren also als Werthen zu
16235,20,die Verwandlung des Produkts in Waare und daher das Dasein
16813,20,Vulgärökonomie die den Werth einer Waare hier der Arbeit voraussetzt
16826,28,40 den Werth der andren Waaren zu bestimmen Ricardo liest
16997,20,lang aus der Analyse der Waare und specieller des Waarenwerths
17035,24,Gleichgültiges oder der Natur der Waare selbst Aeußerliches Der Grund
17748,20,der Waarenform selbst Könnten die Waaren sprechen so würden sie
18048,20,Menschen Werth ein Attribut der Waaren Ein Mensch oder ein
18199,20,KAPITEL Der Austauschprozeß 20 Die Waaren können nicht selbst zu
18222,32,Hütern umsehn den Waarenbesitzern Die Waaren sind Dinge und daher
18248,42,nehmen37 Um diese Dinge als Waaren auf einander zu beziehn
18441,20,berufenen Jahrhundert kommen unter diesen Waaren oft sehr zarte Dinge
18456,34,Dichter jener Zeit unter den Waaren die 40 sich auf
18523,20,gemeinsamen Willensakts sich die fremde Waare aneignet indem er die
18586,20,für einander als Repräsentanten von Waare und daher als Waarenbesitzer
18625,25,den Waarenbesitzer namentlich von der Waare unterscheidet ist 15 der
18657,34,dem Sprung mit jeder andren Waare sei selbe auch ausgestattet
18678,45,Leib zu wechseln Diesen der Waare mangelnden Sinn für das
18699,54,fünf und mehr Sinne Seine Waare hat für ihn keinen
18741,49,er sie veräußern 25 für Waare deren Gebrauchswerth ihm Genüge
18748,65,Gebrauchswerth ihm Genüge thut Alle Waaren sind Nicht Gebrauchswerthe für
19013,20,realisirt sie als Werthe Die Waaren 56 müssen sich daher
19084,20,beweisen Jeder Waarenbesitzer will seine Waare nur veräußern gegen andre
19089,38,Waare nur veräußern gegen andre Waare deren Gebrauchswerth sein Bedürfniß
19108,51,Proceß Andrerseits will er seine Waare als Werth realisiren also
19118,66,in jeder ihm beliebigen andren Waare von dem 15 selben
19127,83,selben Werth ob seine eigne Waare nun für den Besitzer
19134,101,für den Besitzer der andren Waare Gebrauchswerth habe oder nicht
19176,82,gilt jedem Waarenbesitzer jede fremde Waare als besondres Aequivalent seiner
19181,99,Waare als besondres Aequivalent seiner Waare seine Waare daher als
19183,119,besondres Aequivalent seiner Waare seine Waare daher als allgemeines Aequivalent
19190,138,als allgemeines Aequivalent aller andren Waaren Da aber alle Waarenbesitzer
19199,155,Waarenbesitzer dasselbe thun ist keine Waare allgemeines Aequivalent und besitzen
19205,174,allgemeines Aequivalent und besitzen die Waaren daher auch keine allgemeine
19231,159,daher überhaupt nicht gegenüber als Waaren sondern nur als Produkte
19274,115,der Waarenbesitzer Sie können ihre Waaren nur als Werthe und
19282,129,Werthe und darum nur als Waaren auf einander beziehn indem
19294,143,gegensätzlich auf irgend eine andre Waare als allgemeines Aequivalent beziehn
19304,159,Das ergab die Analyse der Waare Aber nur die gesellschaftliche
19314,175,That kann eine be35 stimmte Waare zum allgemeinen Aequivalent machen
19324,191,Die gesellschaftliche Aktion aller andren Waaren schließt daher eine bestimmte
19329,210,Waaren schließt daher eine bestimmte Waare aus worin sie allseitig
19342,223,Dadurch wird die Naturalform dieser Waare 57 gesellschaftlich gültige Aequivalentform
19367,203,ells chaftlichen Funktion der ausgeschlossenen Waare So wird sie Geld
19425,121,gleichgesetzt und daher thatsächlich in Waaren verwandelt werden Die historische
19476,81,ist durch die Verdopplung der Waare in Waare und Geld
19478,100,die Verdopplung der Waare in Waare und Geld In demselben
19492,112,die Verwandlung der Arbeitsprodukte in Waaren vollzieht sich die Verwandlung
19498,131,vollzieht sich die Verwandlung von Waare in Geld40 Der unmittelbare
19520,128,noch nicht Jene Form war Waare A y Waare B
19523,148,Form war Waare A y Waare B Die Form des
19545,145,und B sind hier nicht Waaren vor dem Austausch sondern
19681,20,rückschlagend im innern Gemeinleben zu Waaren Ihr quantitatives Austauschverhältniß ist
19706,32,den Gegensatz von Geld und Waare also das Geld selbst
19898,20,Im unmittelbaren Produktenaustausch ist jede Waare unmittelbar Tauschmittel für ihren
19951,20,der in den Austauschproceß eintretenden Waaren Die Aufgabe entspringt gleichzeitig
19982,30,niemals statt ohne daß verschiedne Waaren von verschiednen Waarenbesitzern innerhalb
20003,42,Werthe verglichen werden Solche dritte Waare indem sie Aequivalent für
20010,59,sie Aequivalent für verschiedne andre Waaren wird erhält unmittelbar wenn
20048,57,sie dieser oder je ner Waare zu Mit der Entwicklung
20249,20,ausweitet geht die Geldform auf Waaren über die von Natur
20319,20,Material worin die Werthgrößen der Waaren sich gesellschaftlich ausdrücken Adäquate
20395,20,Neben ihrem besondren Gebrauchswerth als Waare wie Gold z B
20427,29,Funktionen entspringt Da alle andren Waaren nur besondre Aequivalente des
20443,44,verhalten sie sich als besondre Waaren zum 30 Geld als
20461,55,Geldform nur der an einer Waare festhaftende Reflex der Beziehungen
20468,72,Reflex der Beziehungen aller andren Waaren Daß Geld Waare ist45
20471,92,aller andren Waaren Daß Geld Waare ist45 ist also nur
20613,20,analysiren Der Austauschproceß giebt der Waare die er in Geld
20690,20,In diesem Sinn wäre jede Waare ein Zeichen weil als
21208,20,ausdrücklich verboten das Geld als Waare zu behandeln Pecunias vero
21311,20,bemerkt daß die Aequivalentform einer Waare die quantitative Bestimmung ihrer
21328,35,Geld daher mit allen andren Waaren unmittelbar austauschbar ist so
21348,47,Gold werth sind Wie jede Waare kann das Geld seine
21360,61,nur relativ in andren 10 Waaren ausdrücken Sein eigner Werth
21382,67,in dem Quantum jeder andren Waare aus worin gleichviel Arbeitszeit
21437,47,Geldanalyse zu wissen daß Geld Waare ist so aber auch
21454,58,darin zu begreifen daß Geld Waare sondern wie warum wodurch
21459,76,Waare sondern wie warum wodurch Waare Geld ist49 20 Wir
21471,91,schon in dem einfachsten Werthausdruck Waare A y Waare B
21474,111,einfachsten Werthausdruck Waare A y Waare B das Ding worin
21651,20,für weniger halten als eine Waare folgt ein kunterbunter Katalog
21697,20,welche das Geld von andren Waaren unterscheiden also doch mehr
21705,38,doch mehr oder weniger als Waare nicht genug im Auge
21770,20,nämlich daß Geld eine angenehme Waare ist 45 Drittes Kapitel
21786,36,zur Geldform krystallisirt ist Eine Waare scheint nicht erst Geld
21796,52,zu werden weil die andern Waaren allseitig ihre Werthe in
21836,50,Ohne ihr Zuthun finden die Waaren ihre eigne Werthgestalt fertig
22009,20,specifische Aequivalentwaare zunächst Geld Die Waaren werden nicht durch das
22019,35,Geld kommensurabel Umgekehrt Weil alle Waaren als Werthe vergegenständlichte menschliche
22042,47,30 schaftlich in derselben specifîschen Waare messen und diese dadurch
22064,55,Erscheinungsform des immanenten Werthmaßes der Waaren der Arbeitszeit50 50 Die
22104,52,Waarenproduktion die Arbeitsprodukte sich als Waaren darstellen Erster Abschnitt Ware
22115,65,Geld 65 Der Werthausdruck einer Waare in Gold Waare A
22118,84,Werthausdruck einer Waare in Gold Waare A y Geld waare
22122,104,Gold Waare A y Geld waare ist ihre Geldform oder
22162,87,mit den Werthgleichungen der andren Waaren aufzumarschi 5 ren weil
22182,87,Die allgemeine relative Werthform der Waaren hat daher jetzt wie
22246,53,des Geldes in allen möglichen Waaren dargestellt Geld hat dagegen
22262,63,chen relativen Werthform der andren Waaren theilzunehmen müßte es 15
22282,69,Preis oder die Geldform der Waaren ist wie ihre Werthform
22369,20,müssen denn die Darstellung der Waare schließt ihre Verdopplung in
22374,38,Waare schließt ihre Verdopplung in Waare und Geldwaare 25 ein
22652,20,Waarenhüter weiß daß er seine Waaren noch lange nicht vergoldet
22789,20,vorgestellt Dienen daher zwei verschiedne Waaren z B Gold und
22801,36,als Werthmaße so besitzen alle Waaren zweierlei verschiedne Preisausdrücke Goldpreise
22844,36,und 67 den Silberpreisen der Waaren und beweist so thatsächlich
23161,20,Ware und Geld Die preisbestimmten Waaren stellen sich alle dar
23170,33,dar in der Form a Waare A x Gold b
23175,52,Waare A x Gold b Waare B Gold c Waare
23179,72,b Waare B Gold c Waare C y Gold u
23393,20,die Werthe der bunt verschiednen Waaren in Preise zu verwandeln
23416,31,der Werthe messen sich die Waaren als Werthe der Maßstab
23525,20,und mißt wie jede andere Waare seinen Preis in dem
