x,y,quote
64938,28,Kapitel Konstantes Kapital und variables Kapital doch nicht aus dem
65920,20,Mehrwerth Zins Sechstes Kapitel Konstantes Kapital und variables Kapital 11881
65923,26,Kapitel Konstantes Kapital und variables Kapital 11881 Indem die produktive
66275,20,Ricardo s pflegt auch das Kapital unter den Begriff Arbeit
67063,20,zu drechseln Sechstes Kapitel Konstantes Kapital und variables Kapital Aber
67066,28,Kapitel Konstantes Kapital und variables Kapital Aber er ist wirklich
67205,20,der verschiednen Bestandtheile des 15 Kapitals in seinem eignen Verwerthungsproceß
67227,33,ist der Ueberschuß des verwertheten Kapitals über den ursprünglich vorgeschoßnen
67269,33,Arbeitsprocesses 191 Der Theil des Kapitals also der sich in
67299,41,25 Kapitaltheil oder kürzer konstantes Kapital Der in Arbeitskraft umgesetzte
67306,58,in Arbeitskraft umgesetzte Theil des Kapitals verändert dagegen seinen Werth
67341,58,sich dieser 30 Theil des Kapitals fortwährend in eine variable
67355,68,variablen Kapitaltheil oder kürzer variables Kapital Dieselben Kapitalbestandtheile die sich
67383,69,des Verwerthungsprocesses 35 als konstantes Kapital und variables Kapital Der
67386,88,als konstantes Kapital und variables Kapital Der Begriff des konstanten
67391,107,Kapital Der Begriff des konstanten Kapitals schließt eine Werthrevolution seiner
67594,20,Produktionsmittel und daher als konstantes Kapital funktionirt Der Werth einer
67806,20,Proceß ihren Charakter als konstantes Kapital nicht verändert ebenso wenig
67821,34,Proportion zwischen konstantem und variablem Kapital ihren funktio 35 neuen
67914,20,diesem Fall wäre das konstante Kapital d h die Werthmasse
67929,35,und der variable Theil des Kapitals der in Arbeitskraft vorge
67949,48,Größenverhältniß zwischen konstantem und variablem Kapital oder die Proportion worin
67988,47,Der Mehrwerth den das vorgeschoßne Kapital C im Produktionsproceß erzeugt
68017,52,die Werthsumme seiner Produktionselemente Das Kapital C zerfällt in zwei
68047,55,in konstantes den in variables Kapital verwandelten Werththeil vor Ursprünglich
68101,39,410 90 90 Das ursprüngliche Kapital C hat sich in
68136,43,gleich dem Werth des vorgeschoßnen Kapitals so ist es in
68160,50,gleich der Verwerthung des vorgeschoßnen Kapitals oder gleich dem producirten
68203,46,bestehende Theil des angewandten konstanten Kapitals Dritter Abschnitt Die Produktion
68371,20,dem zur Werthproduktion vorgeschoßnen konstanten Kapital verstehn wir daher wo
68424,20,daß der Werth des konstanten Kapitals im Produkt nur wieder
68481,20,180 Wäre c das konstante Kapital 0 in andern Worten
68569,20,v und C9 das verwertete Kapital m C C nach
68648,20,Kapitel Die Rate des Mehrwerts Kapital vorgeschossen wird nur ein
68669,34,daher C C Das vorgeschoßne Kapital hätte sich nicht verwerthet
68764,20,zu abstrahiren also das konstante Kapital c 0 zu setzen
68808,21,der ursprünglichen Form des variablen Kapitals So im obigen Beispiel
68817,38,Beispiel ist C 410 konstantes Kapital 90 variables Kapital 90
68820,58,410 konstantes Kapital 90 variables Kapital 90 Mehrwerth Neunzig Pfd
68851,61,90 oder 196 90 variables Kapital ist hier in der
68969,20,Erscheint die Formel 90 variables Kapital oder sich verwertender Werth
68991,33,aus Die Gleichsetzung des konstanten Kapitals mit 0 befremdet auf
69095,20,Buch Um einen Theil des Kapitals durch seinen Umsatz in
69110,35,muß ein andrer Theil des Kapitals in Produktionsmittel verwandelt werden
69118,52,verwandelt werden Damit das variable Kapital funktionire muß konstantes Kapital
69122,72,variable Kapital funktionire muß konstantes Kapital in entsprechenden Proportionen je
69182,47,diese stofflichen Gestalten des konstanten Kapitals nur den Stoff worin
69275,20,Kapitaltheil gleich Null Das vorgeschoßne Kapital reducirt sich daher von
69319,21,wir den Werth des variablen Kapitals 90 Pfd St abzuziehn
69358,26,das Verhältniß worin das variable Kapital sich verwerthet hat ist
69372,41,Verhältniß des Mehrwerths zum variablen Kapital oder ist ausgedrückt in
69390,53,Diese verhältnißmäßige Verwerthung des variablen Kapitals oder die verhältnißmäßige Größe
69764,20,seiner Arbeit Nothwendig für das Kapital und seine Welt weil
70029,20,Da der Werth des variablen Kapitals Werth der von ihm
70069,21,Mehrwerth verhält sich zum variablen Kapital wie die Mehrarbeit zur
70130,20,Exploitationsgrad der Arbeitskraft durch das Kapital oder des Arbeiters durch
70154,33,410 90 90 das vorgeschoßne Kapital 500 Da der Mehrwerth
70163,49,Mehrwerth 90 und das vorgeschoßne Kapital 500 würde man nach
70468,20,der Arbeiter die das variable Kapital von 90 gleichzeitig in
70577,20,Werthprodukt ab um das variable Kapital zu finden Umgekehrt wenn
70606,30,Verhältniß des Mehrwerths zum variablen Kapital zu berechnen So einfach
71077,20,gleich Null Bleibt vorgeschoßnes variables Kapital von 3 Pfd 10
71269,20,wie der Kapitalist aus Geld Kapital macht Die nothwendige Arbeit
71339,20,sh oder bestehn aus konstantem Kapital Die übrigen 2 1
71367,31,Arbeitskraft ersetzt oder das variable Kapital und die andre Hälfte
71842,20,Arbeitskraft dar also das variable Kapital von 3 sh die
72666,20,Umsatz der Fabrik vorausgesetzt das Kapital schlage jährlich einmal um
72735,20,den 115 000 nur das Kapital Y23 oder 5000Pfd St
72796,20,2600 Pfd St zum cirkulirenden Kapital der Reingewinn mehr als
73061,20,u s w enthaltne konstante Kapital auf die eine das
73069,34,eine das in Arbeitslohn vorgeschoßne Kapital auf die andre Seite
73345,20,sie ersetzen nur das vorgeschoßne Kapital Bleiben Arbeitsstunden 40 die2Z23
74585,20,zum variablen Bestand theil des Kapitals bestimmt wird so die
75200,20,Für ein Individuum mit einem Kapital von 20 000 Pfd
75221,25,durchaus gleichgültig Ding ob sein Kapital 100 oder 1000 Arbeiter
76012,20,Kapitalist ist er nur personificirtes Kapital Seine Seele ist die
76019,25,Seele ist die Kapitalseele Das Kapital hat aber einen einzigen
76045,37,größtmögliche Masse Mehrarbeit einzusaugen37 Das Kapital ist verstorbne Arbeit die
76184,20,des Kapitalisten mit dem verausgabten Kapital die größtmögliche Summe Arbeit
76387,20,deiner Seite als Verwerthung von Kapital erscheint ist auf meiner
76919,20,Fabrikant und Bojar 20 Das Kapital hat die Mehrarbeit nicht
78487,20,Gesetze zügeln den Drang des Kapitals nach maßloser Aussaugung der
79936,20,Weg57 Diese kleinen Diebstähle des Kapitals an der Mahlzeit und
80317,20,die Rothhäute Amerika s64 das Kapital endlich an die Kette
82349,20,als die Bäckerei Aber das Kapital wie früher bemerkt ist
84022,20,setzen sie böses Blut zwischen Kapital und Arbeit und geben
84569,20,Kontrast beweist daß vor dem Kapital alle Menschen gleich sind
85185,20,die durch Machtmittel welche dem Kapital entspringen that spring from
85933,20,Nachtarbeit Das Ablösungssystem Das konstante Kapital die Produktionsmittel sind vom
87478,20,uns nun hören wie das Kapital selbst dieß Vierundzwanzig Stundensystem
89408,20,die Zeit während deren das Kapital die Arbeitskraft deren Tageswerth
89445,20,es ge sehn antwortet das Kapital der Arbeitstag zählt täglich
89504,20,ist also der Selbstverwerthung des Kapitals ange hört Zeit zu
89923,20,wenn sie im Verwerthungsproceß des Kapitals vorgeht In einer Denkschrift
89952,25,Heißhunger nach Mehrarbeit überrennt das Kapital nicht nur die moralischen
90085,20,die Rastzeit des Arbeiters Das Kapital fragt nicht nach 255
90228,20,Verlängerung des Arbeitstags die das Kapital in seinem maßlosen Trieb
90406,20,je rascher sie verschleißt Das Kapital scheint daher durch sein
90435,29,dem Sklaven verliert er ein Kapital das durch neue Auslage
91233,20,Verhältniß zum augenblicklichen Verwerthungsbedürfniß des Kapitals obgleich sie 259 aus
91853,20,schon abzuleben be ginnen112 Das Kapital das so gute Gründe
91952,20,und jeder Kapitalistenna tion Das Kapital ist daher rücksichtslos gegen
92174,20,so wichtiges Element des nationalen Kapitals ist fürchten wir gestehn
92434,20,Allerdings erscheinen die Ansprüche des Kapitals im Embryozustand wo es
92540,20,Verlängrung des Arbeitstags die das Kapital von Mitte des 14
92578,25,der Verwandlung von Kinderblut in Kapital hier und da von
93939,20,Landmann lastet Die Tendenz des Kapitals ist unverkennbar aber die
94026,20,großen Industrie war es dem Kapital in England nicht gelungen
94093,20,Oekonomen denuncirte im Dienst des Kapitals diesen Eigensinn aufs wüthendste
94692,20,der Arbeit er meint dem Kapital wie man gleich sehn
95146,20,schlägt unser treuer Eckart des Kapitals das probate Mittel vor
95298,20,Rolle in der Genesis des Kapitals 125 An Essay etc
95578,20,1833 1864 15 Nachdem das Kapital Jahrhunderte gebraucht um den
96019,20,Tag und Nacht sei132 Das Kapital feierte seine Orgien Sobald
96149,20,Nichts charakterisirt den Geist des Kapitals besser als die Geschichte
96531,20,weit entfernt die Freiheit des Kapitals in Aussaugung der erwachsnen
96785,20,arbeiten solle Dieser für das Kapital so schonungsvolle Liberalismus war
96952,20,Aber keineswegs gesühnt eröffnete das Kapital jetzt eine mehrjährige und
97074,20,täglich unter das Juggernautrad des Kapitals zu werfen und der
97129,20,es nämlich den Herrn vom Kapital freistellte in der fünfzehnstündigen
98078,20,8 zur Sicherung der dem Kapital von Gott und Rechts
98281,20,von 1833 und 1844 Das Kapital unternahm einen vorläufigen Feldzug
98863,20,146 Der vorläufige Feldzug des Kapitals war mißglückt und das
99559,20,diesen gemüthlichen Demonstrationen leitete das Kapital seine Revolte ein durch
99789,20,und moralischen Gründen Aber das Kapital antwortete Meine Thaten auf
99841,20,nicht genug Das Luchsauge des Kapitals entdeckte daß der Akt
99933,20,6 152 Die Natur des Kapitals bleibt dieselbe in seinen
101079,20,war in die Attraktion des Kapitals Man sehe sich jene
101141,20,Periode des Fabriktags zog das Kapital den Ar 30 beiter
101539,20,diesem scheinbar definitiven Sieg des Kapitals trat aber sofort ein
101816,20,ist das erste Menschenrecht des Kapitals Unter diesen Umständen kam
102239,20,Schadenersatz des seiner Freiheit beraubten Kapitals die Arbeitszeit für Kinder
102794,20,1845 Die Unlust womit das Kapital diese neue Extravaganz zuließ
103213,20,ausgesöhnt 15 die Widerstandskraft des Kapitals graduell abschwächte während zugleich
103532,20,zu sprechen vorgab entdeckte das Kapital nun mit Hülfe juristischer
103573,20,Jurisdiktion stets getreuer Knecht des Kapitals sanktionirte durch den Hof
103978,20,der Baumwollarbeiterinnen steht und das Kapital hatte sie in 30
104287,20,Unterordnung der Arbeit unter das Kapital etwa entspringenden Umgestaltung der
104403,20,Webereien wird der Trieb des Kapitals nach maß und rücksichtsloser
104799,20,Theoretiker 20 der Theorie des Kapitals zuerst den Fehdehandschuh hinwarfen191
105134,20,ihre Fahne schrieb gegenüber dem Kapital das männlich für vollkommne
105599,20,zu sagen These objections des Kapitals gegen legale Beschränkung der
106053,20,These proceedings die Manöver des Kapitals z B 1848 50
106219,20,freiwilligen 5 Kontrakt mit dem Kapital sich und ihr Geschlecht
106381,20,100 so producirt dies variable Kapital von 1 Thaler eine
106441,20,1859 p 47 52 Das Kapital in den Fabriken kann
106607,20,Brutalität als bloßer Verkörperung des Kapitals be40 freit und ihm
106650,20,des absoluten Mehrwerts Das variable Kapital ist aber der Geldausdruck
106692,23,also die Größe des variablen Kapitals in direktem Verhältniß zur
106715,37,Thaler so ist also ein Kapital vorzuschießen von 100 Th
106733,49,exploitiren Ebenso Producirt ein variables Kapital von 1 Thaler der
106750,59,1 Thaler so ein variables Kapital von 100 Thalern einen
106834,20,der Größe des vorgeschoßnen variablen Kapitals multiplicirt mit der Rate
106890,20,einzelnen Arbeitskraft täglich vorgeschoßne variable Kapital v die Gesammtsumme des
106896,38,v die Gesammtsumme des variablen Kapitals V den Werth einer
107010,20,ersetzt werden Wird das variable Kapital vermindert und gleichzeitig in
107058,20,50 so wirft dies variable Kapital von 100 einen Mehrwerth
107102,21,die Hälfte vermin derte variable Kapital von 50 Thalern ebenfalls
107122,36,6 Arbeitsstunden Verminderung des variablen Kapitals ist also ausgleichbar durch
107153,43,gewisser Grenzen wird die vom Kapital erpreßbare Zufuhr der Arbeit
107184,48,proportionell die Größe des variablen Kapitals oder die Anzahl der
107202,57,Arbeiteranzahl oder Größe des variablen Kapitals durch gesteigerte Rate des
107299,20,zu ersetzen producirt ein variables Kapital von 500 Thalern das
107327,31,6 x 500 Arbeitsstunden Ein Kapital von 100 Thalern das
107363,36,gesammtes Werthprodukt Aequivalent des vorgeschoßnen Kapitals plus Mehrwerth kann Tag
107457,20,für den Ersatz von variablem Kapital durch gesteigerte Rate des
107491,28,später zu entwickelnden Tendenz des Kapitals die von ihm beschäftigte
107540,24,oder die Größe des variablen Kapitals aber nicht verhältnißmäßig zur
107585,24,und Größe des vorgeschoßnen variablen Kapitals Die Rate des Mehrwerths
107615,34,daß je größer das variable Kapital desto größer die Masse
107697,20,des von ihm vorgeschoßnen variablen Kapitals Bei gegebner Rate des
107723,32,die Größen der vorgeschoßnen variablen Kapitale Nun weiß man 30
107733,48,aber daß der Kapitalist sein Kapital in zwei Theile theilt
107751,59,ist der konstante Theil seines Kapitals Den andren Theil setzt
107766,70,Dieser Theil bildet sein variables Kapital Auf Basis derselben Produktionsweise
107778,84,verschiednen Produktionszweigen verschiedne Theilung des Kapitals in kon 35 stanten
107806,81,Productionsprocesses Wie aber ein gegebnes Kapital immer zerfalle in konstanten
107854,63,maß der Werth des konstanten Kapitals im Produktenwerth zwar wiedererscheint
107926,24,Form an Die von verschiednen Kapitalen producirten Massen von Werth
107952,36,Größen der variablen Bestandtheile dieser Kapitale d h ihrer in
107990,38,viel konstantes und wenig variables Kapital anwendet deßwegen keinen kleinren
108009,49,viel variables und wenig konstantes Kapital in Bewegung setzt Zur
108294,20,beliebige Geld oder Werthsumme in Kapital verwandelbar zu dieser Verwandlung
108321,28,ist Das Minimum von variablem Kapital ist der Ko 10
108481,20,Hälfte des producirten Mehrwerths in Kapital 25 zurückverwandle müßte er
108494,35,Arbeiterzahl das Minimum des vorgeschoßnen Kapitals um das Achtfache steigern
108550,23,Kapitalist d h als personifîcirtes Kapital funktionirt zur Aneignung und
108864,20,kapitalistischen Produktion ein Minimum von Kapital das sich noch nicht
109232,20,bei den weitren Fortbestimmungen des Kapitals selbst Nur wenige Hauptpunkte
109246,31,des Produktionsprocesses entwickelte sich das Kapital zum Kommando über die
109265,45,den Arbeiter selbst Das personificirte Kapital der Kapitalist paßt 5
109286,54,Grad von Intensität verrichte Das Kapital entwickelte sich ferner zu
109341,39,direkter Zwangsarbeit beruhenden Produktionssysteme Das Kapital ordnet sich zunächst die
109422,20,zu den Produktionsmitteln nicht als Kapital sondern als bloßem Mittel
109524,20,Lebensprocesses und der Lebensproceß des Kapitals besteht nur in seiner
110030,20,ein Aequivalent für den vom Kapital 5 gezahlten Werth der
110450,20,arbeiten um den ihm vom Kapital gezahlten Tageswerth seiner Arbeitskraft
111180,20,in Mehrarbeit keineswegs daß das Kapital sich des Arbeitsprocesses in
111459,20,die stofflichen Elemente des konstanten Kapitals die Arbeitsmittel und das
111679,20,allgemeinen und nothwendigen Tendenzen des Kapitals sind zu unterscheiden von
111703,31,in der äußern Bewegung der Kapitale erscheinen sich 3 Wenn
111799,20,sobald die innere Natur des Kapitals begriffen ist ganz wie
112423,20,Waare nur das vorgeschoßne konstante Kapital Der zwölfstündige Arbeitstag stellt
112728,20,thut im Einzelnen was das Kapital bei der Produktion des
113000,20,und die beständige Tendenz des Kapitals die Produktivkraft der Arbeit
113786,20,lesen daß der Arbeiter dem Kapital für die Entwicklung der
113909,20,That erst wo dasselbe individuelle Kapital eine größere Anzahl Arbeiter
113996,20,Zahl der gleichzeitig von demselben Kapital beschäftigten Arbeiter Die Werkstatt
114023,31,des Mehrwerths welche ein gegebnes Kapital producirt gleich dem Mehrwerth
114149,20,vereint unter dem Kommando desselben Kapitals Indeß findet doch innerhalb
115055,20,sinkt ein Werthbestandtheil des konstanten Kapitals also proportioneil zu seiner
117030,20,nicht kooperiren ohne daß dasselbe Kapital derselbe Kapitalist sie gleichzeitig
117119,20,ab von der Größe des Kapitals das der einzelne Kapitalist
117284,20,sich mit dem konstanten 329 Kapital Die Auslage für Rohmaterial
117377,20,eine gewisse Minimalgröße des individuellen Kapitals nothwendig damit die Anzahl
117446,20,erschien ursprünglich das Kommando des Kapitals über die Arbeit nur
117481,27,entwickelt sich das Kommando des Kapitals zum Erheischniß für die
117581,20,Vermittlung wird zur Funktion des Kapitals sobald die ihm untergeordnete
117593,36,wird Als specifische Funktion des Kapitals erhält 35 die Funktion
117670,20,damit nothwendig der Druck des Kapitals zur Bewältigung dieses Widerstands
117751,20,ist ferner bloße Wirkung des Kapitals das sie gleichzeitig anwendet
117770,34,Gesammtkörper liegen außer ihnen im Kapital das sie zusammenbringt und
117834,20,Produkts 331 andrerseits Verwerthungsproceß des Kapitals so ist sie der
117867,29,von der Handarbeit sobald sein Kapital jene Minimalgröße erreicht hat
117914,27,unter dem Kom mando desselben Kapitals zusammenwirkende Arbeitermasse industrieller Oberofficiere
118095,20,des Arbeitsprocesses im Namen des Kapitals kommandiren Die Arbeit der
118204,20,der Industrie wird Attribut des Kapitals wie zur Feudal 332
118323,20,in ein Verhältniß zu demselben Kapital aber nicht zu einan
118356,28,in denselben sind sie dem Kapital einverleibt Als Kooperirende als
118373,42,nur eine besondre Existenzweise des Kapitals Die Produktivkraft die der
118389,54,entwickelt ist daher Produktivkraft des Kapitals 21a Nachdem Professor Cairnes
118554,20,Bedingungen gestellt sind und das Kapital stellt sie unter diese
118567,35,gesellschaftliche Produktivkraft der Arbeit dem Kapital nichts kostet weil sie
118584,48,bevor seine Arbeit selbst dem Kapital gehört erscheint sie als
118592,65,sie als Produktivkraft die das Kapital von Natur be sitzt
119032,20,voraus der seine Arbeitskraft dem Kapital verkauft Historisch jedoch entwickelt
119104,20,der Arbeit als Produktivkraft des Kapitals erscheint so die Kooperation
119142,25,durch seine Subsumtion unter das Kapital erfährt Diese Aenderung geht
119174,34,fällt mit dem Dasein des Kapitals selbst zusammen Wenn 25
119208,39,des Arbeitsprocesses als eine vom Kapital angewandte Methode um ihn
119403,20,Form solcher Produktionszweige worin das Kapital auf großer Stufenleiter operirt
119806,20,oder Nadeln machen von demselben Kapital gleichzeitig in derselben Werkstatt
120986,20,dennoch werden sie producirt ohne Kapital Maschinerie Theilung der Arbeit
122138,20,Theilarbeiter unter dem Kommando eines Kapitals stattfindet Auch im letztren
125019,20,20 unmittelbar höhere Verwerthung des Kapitals ein denn alles was
127587,20,Unterordnung der Theilarbeiter unter das Kapital als eine Organisation der
128494,20,der einzig freien Form des Kapitals 10 die ihr gegenüberstand
128613,20,die Verselbständigung der Produktionsmittel als Kapital gegenüber dem Arbeiter 362
128667,20,Arbeiteranzahl unter dem Kommando desselben Kapitals bil 30 det den
128824,20,auch der konstante Bestandtheil des Kapitals wachsen neben dem Umfang
128875,20,ihrer Theilung Wachsender Minimalumfang von Kapital in der Hand der
128891,36,gesellschaftlichen Lebensmittel und Produktionsmittel in Kapital ist also ein aus
128920,44,funktionirende Arbeitskörper eine Existenzform des Kapitals Der aus vielen individuellen
128946,51,daher als Produktivkraft 20 des Kapitals Die eigentliche Manufaktur unterwirft
128963,61,Kommando und der Disciplin des Kapitals sondern schafft überdem eine
129084,20,zur Unterabtheilung der Handwerke nöthige Kapital sollte heißen die dazu
129142,20,Zahl von Arbeitern immer beträchtlicheres Kapital in Werkzeugen Rohstoffen u
