x,y,quote
22710,54,Theorien veranlaßt52 Obleich nur vorgestelltes Geld zur Funktion des Werthmaßes
22888,20,Theorie von der Maßeinheit des Geldes p 53 sq 53
22903,34,Gold und Silber gesetzlich als Geld d h als Werthmaß
23158,20,in Erster Abschnitt Ware und Geld Die preisbestimmten Waaren stellen
23356,20,Maßstab der Preise verrichtet das Geld zwei ganz verschiedne Funktionen
23674,20,London 1858 Drittes Kapitel Das Geld oder die Warenzirkulation weil
24016,20,Werthbewegung 35 und der des Geldes u s w I
24088,20,verwechselt Erster Abschnitt Ware und Geld historisch entscheidend 1 Einführung
24094,38,historisch entscheidend 1 Einführung fremden Geldes bei minder entwickelten Völkern
24117,49,cirkulirten Die Namen dieses fremden Geldes sind von den einheimischen
24303,20,als die eigentliche Maßeinheit des Geldes gilt wird untergetheilt in
24556,20,der Civilisation Drittes Kapitel Das Geld oder die Warenzirkulation men
24567,34,sie werth sind und das Geld dient als Rechengeld so
24740,20,Waare Exponent ihres Austauschverhältnisses mit Geld so folgt nicht umgekehrt
24751,35,der Exponent ihres Austauschverhältnisses mit Geld nothwendig der Exponent ihrer
24819,20,fragte wozu die Hellenen das Geld brauchen antwortete er zum
24943,20,Theorien von der Maßeinheit des Geldes in Zur Kritik der
25134,20,égale Erster Abschnitt Ware und Geld oder zwingen sie ihn
25177,20,erstens sind sie seine Werthform Geld und zweitens Exponente seines
25184,38,zweitens Exponente seines Austauschverhältnisses mit Geld Bei gleichbleibenden Produktionsbedingungen oder
25373,20,aufhört Werthausdruck zu sein obgleich Geld nur die Werthform der
25400,30,w können ihren Besitzern für Geld feil sein und so
25543,20,verwandeln obgleich Drittes Kapitel Das Geld oder die Warenzirkulation diese
25708,20,die Veräußerlichkeit der Waaren gegen Geld und die Nothwendigkeit dieser
25740,28,Werthe lauert daher das harte Geld 2 CirkulationsmIttel a Die
25920,20,Ciceronianer Erster Abschnitt Ware und Geld ersetzt das der andren
26050,20,Gold als bloße Waare nicht Geld ist und daß die
26095,20,der Waare in Waare und Geld einen äußeren Gegensatz worin
26119,33,Waaren als Gebrauchswerthe dem 20 Geld als Tauschwerth gegenüber Andrerseits
26189,20,das Goldmaterial nur als Werthmateriatur Geld Es ist reell daher
26336,20,Der Austausch Drittes Kapitel Das Geld oder die Warenzirkulation proceß
26357,33,Metamorphosen Verwandlung der Waare in Geld und ihre Rückverwandlung aus
26362,51,Geld und ihre Rückverwandlung aus Geld in Waare65 Die Momente
26381,62,5 tausch der Waare mit Geld Kauf Austausch des Gelds
26385,81,mit Geld Kauf Austausch des Gelds mit Waare und Einheit
26466,27,in folgendem Formwechsel 15 Waare Geld Waare W G W
26573,20,erhält es aber nur im Geld und das Geld befindet
26576,38,nur im Geld und das Geld befindet sich in fremder
26736,20,224 n 3 erklärt das Geld unrichtig für bloßes Werthzeichen
26745,36,Werthzeichen Erster Abschnitt Ware und Geld vielleicht los von diesem
26883,20,seines Produkts bewähre sich und Geld werde daher angezogen von
26897,35,fragt sich s wie viel Geld Die Antwort ist 15
26952,24,der Waare ist also nur Geld 20 name des in
26999,23,es zu sein wie der Geld 25 besitzer eifrigst demonstrirt
27152,20,sieht die Waare liebt das Geld aber the course of
27163,35,love runs Drittes Kapitel Das Geld oder die Warenzirkulation never
27253,20,macht dadurch seine Verwandlung in Geld nothwendig Sie macht es
27371,20,tritt Gold der Leinwand als Geld gegenüber Weil ihr Preis
27388,34,sie bereits auf Gold als Geld bezieht Die Entäußerung der
27440,26,des nur ideellen Gebrauchswerths des Geldes die Verwandlung von Waare
27446,44,die Verwandlung von Waare in Geld zugleich Verwandlung von Geld
27450,64,in Geld zugleich Verwandlung von Geld in Waare Der eine
27579,20,acheter Erster Abschnitt Ware und Geld ihre ursprüngliche Gebrauchsform abgestreift
27587,36,Gebrauchsform abgestreift hat Um als Geld zu funktioniren muß das
27667,20,ersten Waarenmetamorphose W G68 Ideelles Geld oder Werthmaß wurde das
27695,31,zu ihrer Werthgestalt machten Reelles Geld wird es weil die
27759,20,zu verpuppen Man sieht dem Geld daher nicht an welchen
27780,34,grade aus wie die andre Geld mag daher Dreck 20
27789,50,20 sein obgleich Dreck nicht Geld ist Wir wollen annehmen
27867,20,des Weizens W G Leinwand Geld diese erste Phase von
27876,37,von W G W Leinwand Geld Bibel ist zugleich G
27882,56,Bibel ist zugleich G W Geld Leinwand die letzte Phase
27894,71,Bewegung W G W Weizen Geld Leinwand Die erste Metamorphose
27908,83,Verwandlung aus der Waarenform in Geld ist stets zugleich zweite
27948,71,ihrer allgemeinen 35 Veräußerung ist Geld die absolut veräußerliche Waare
28031,20,zu haben Drittes Kapitel Das Geld oder die Warenzirkulation rückwärts
28079,20,Geldwerdung verschwindet sieht man dem Geld nicht an wie es
28177,20,von W G W Leinwand Geld Bibel ist zugleich W
28191,35,von W G W Bibel Geld Kornbranntwein Da der Waarenproducent
28362,20,Wandlungen successiv durchläuft aus Waare Geld und aus Geld Waare
28365,37,aus Waare Geld und aus Geld Waare wird so wechselt
28453,20,586 Erster Abschnitt Ware und Geld das Geld als ihre
28455,39,Abschnitt Ware und Geld das Geld als ihre Werth Gestalt
28483,48,Sobald die Waare nun in Geld verwandelt wird letztres zu
28509,54,ersten 5 Waarenwandlung ist das Geld zugleich Ausgangspunkt der zweiten
28577,24,ihren Besitzer So erscheint das Geld erst als der feste
28860,20,p 909 Drittes Kapitel Das Geld oder die Warenzirkulation kelt
28933,20,oder Händewechsel der Gebrauchswerthe Das Geld verschwindet nicht weil es
28964,30,der Gesammtmetamorphose der Leinwand Leinwand Geld Bibel fällt erst die
28973,46,die Leinwand aus der Cirkulation Geld tritt an ihre Stelle
28985,61,die Bibel aus der Cirkulation Geld tritt an ihre Stelle
29008,67,hängen72 Die Cirkulation schwitzt beständig Geld aus Nichts kann alberner
29121,20,der Cirkulation geworfen nicht als Geld herauskommt nicht vom Waarenbesitzer
29181,20,Waare der Verkäufer hat das Geld d h eine Waare
29274,20,vulgaris Erster Abschnitt Ware und Geld fremden Arbeitsprodukts in den
29435,20,Vermittler der Waarencirkulation erhält das Geld die Funktion des Cirkulationsmittels
29444,36,Cirkulationsmittels b Der Umlauf des Geldes Der Formwechsel worin sich
29491,33,dieselbe Form den Kreislauf des Geldes aus Ihr Resultat ist
29499,50,Resultat ist beständige Entfernung des Geldes von seinem Ausgangspunkt nicht
29519,59,Gestalt seiner Waare festhält das Geld befindet sich die Waare
29689,20,Produkt ist Drittes Kapitel Das Geld oder die Warenzirkulation fen
29702,35,vervollständigt so ist auch das Geld wieder aus der Hand
29727,45,Leinwand verkauft kehrt auch das Geld in seine Hand zurück
29783,30,mit demselben Resultat Die dem Geld durch die Waarencirkulation unmittelbar
29819,35,la monnaie Der Umlauf des Geldes zeigt beständige eintönige Wiederholung
29836,48,Seite des Verkäufers 87 das Geld stets auf Seite des
29932,20,nicht nur als Bewegung des Geldes sondern als ihre eigne
29948,35,ist nur als Bewegung des Geldes sichtbar In ihrer ersten
29961,50,Waare den Platz mit dem Geld Damit fällt zugleich ihre
30008,43,ganz auf die Seite des Geldes und dieselbe Bewegung die
30025,54,schließt als eigne Bewegung des Geldes stets denselben Proceß ein
30059,55,sondern durch die Funktion des Geldes als Cirkulationsmittel welches die
30137,20,dienen Erster Abschnitt Ware und Geld gengesetzter Richtung zu seinem
30184,20,Waarencirkulation nur als Resultat der Geld 5 bewegung75 Andrerseits kommt
30190,38,5 bewegung75 Andrerseits kommt dem Geld nur die Funktion des
30227,42,auch sinnlich im Umlauf des Geldes wiederspiegeln 10 Der doppelte
30291,20,der Waare Beidemal wirkt das Geld in gleicher Weise als
30373,20,Richtung positiver bei Einnahme des Geldes negativer bei seiner Ausgabe
30396,33,man will so wechselt dasselbe Geld auch nur einmal den
30416,45,Waare aus ihre Rückverwandlung aus Geld Es versteht sich übrigens
30463,39,stets neue Waare eintritt Das Geld dagegen als Cirkulationsmittel haust
30488,47,also die Frage wie viel Geld diese Sphäre beständig absorbirt
30549,27,p 885 Drittes Kapitel Das Geld oder die Warenzirkulation von
30576,38,betrachtete unmittelbare Cirkulationsform Waare und Geld einander stets leiblich gegenüberstellt
30618,37,In der That stellt das Geld nur reell die in
30684,20,falle die Masse des cirkulirenden Geldes muß gleichmäßig steigen oder
30702,35,entspringt hier allerdings aus dem Geld selbst aber nicht aus
30728,45,umgekehrt wie der Werth des Geldes und dann wechselt die
30828,20,daher die Masse des cirkulirenden Geldes das zur Realisirung dieser
30869,23,vorausgesetzt bei der Funktion des Geldes als Werthmaß also bei
30991,20,Wachs Erster Abschnitt Ware und Geld thum der edlen Metalle
31209,20,fluthet die Masse des cirkulirenden Geldes auf und ab mit
31286,20,also auch mehr oder weniger Geld in Cirkulation zu setzen
31420,20,Reihe nach Drittes Kapitel Das Geld oder die Warenzirkulation cirkuliren
31559,20,und die Masse des cirkulirenden Geldes 2 Pfd St oder
31583,32,CirkulationsUmlaufsanzahl gleichnamiger Geldstücke mittel funktionirenden Geldes Dies Gesetz gilt allgemein
31827,20,916 Erster Abschnitt Ware und Geld her die Anzahl der
31855,29,Masse Weil die Masse des Geldes die als Cirkulationsmittel funktioniren
32039,20,welche mit verlangsamtem Geldumlauf das Geld minder häufig auf allen
32382,20,Cir 45 Drittes Kapitel Das Geld oder die Warenzirkulation 94
32396,32,jedem Zeitabschnitt als Cirkulationsmittel funktionirenden Geldes ist also bestimmt einerseits
32462,20,und endlich der Umlaufsgeschwindigkeit des Geldes können aber in verschiedner
32525,20,zunimmt oder die Umlaufsgeschwindigkeit des Geldes abnimmt oder beides zusammenwirkt
32572,20,zunimmt oder die Umlaufsgeschwindigkeit des Geldes eben so rasch zunimmt
32750,20,kann Erster Abschnitt Ware und Geld tionen die periodisch aus
32825,20,Metamorphosen die Quantität des umlaufenden Geldes oder des Geldmaterials von
32857,29,des in einem Lande befindlichen Geld materials bestimmt werden79 wurzelt
32875,43,daß Waaren ohne Preis und Geld ohne 78 There is
33081,20,Smith stillschweigend indem er das Geld ganz falsch als bloße
33097,34,A Smith ex officio das Geld behandelt Gelegentlich jedoch z
33423,20,43 44 Drittes Kapitel Das Geld oder die Warenzirkulation Werth
33457,24,Werthzeichen Aus der Funktion des Geldes als Cirkulationsmittel entspringt seine
34024,20,behan Erster Abschnitt Ware und Geld zum Schmelztiegel Im Umlauf
34220,20,Werthmaß dienen und daher als Geld cirkuliren im Augenblick wo
34509,20,p 18 Drittes Kapitel Das Geld oder die Warenzirkulation kulation
34631,20,metallischen Cirkulation heraus Kredit 1100 geld unterstellt dagegen Verhältnisse die
34660,30,Papiergeld aus der Funktion des Geldes als Cirkulationsmittel entspringt das
34670,46,Kreditgeld in der Funktion des Geldes als Zahlungsmittel seine naturwüchsige
35059,20,429 Erster Abschnitt Ware und Geld aus ihrem Repräsentationsverhältniß zum
35414,20,Geldwesen die verschiedenen Funktionen des Geldes auffassen zeigt z B
35553,20,Preise überflüssig Drittes Kapitel Das Geld oder die Warenzirkulation mittel
35742,20,Nur bedarf das Zeichen des Geldes seiner eignen objektiv gesell20
35779,24,nur hier 103 geht das Geld völlig auf in seine
35807,35,bloß funktionelle Existenzweise erhalten 3 Geld Die Waare welche als
35824,48,Stellvertreter als Cirkulationsmittel funktionirt ist Geld Gold resp SiI30 ber
35831,65,resp SiI30 ber ist daher Geld Als Geld funktionirt es
35833,85,ber ist daher Geld Als Geld funktionirt es einerseits wo
35962,20,25 Erster Abschnitt Ware und Geld also weder bloß ideell
36030,20,erscheint im rastlosen Umlauf des Geldes oder seiner Funktion als
36055,33,in immeuble aus Münze in Geld sobald die Metamorphosenreihe unterbrochen
36140,20,verschwindende Geldform zu funktioniren Das Geld versteinert damit zum Schatz
36165,32,der Ueberschuß an Gebrauchswerthen in Geld Gold und Silber werden
36242,20,Antwort Weil die Inder das Geld vergraben Von 1602 1734
36333,20,95 96 Drittes Kapitel Das Geld oder die Warenzirkulation dien
36517,20,Waarencirkulation wächst die Macht des Geldes der stets schlagfertigen absolut
36560,20,aus Jamaica 1503 Da dem Geld nicht anzusehn was in
36575,36,alles Waare oder nicht in Geld Alles wird verkäuflich und
36615,38,extra commercium hominum90 Wie im Geld aller qualitative Unterschied der
36731,20,einem Handelsvolke par excellence galt Geld als die entäußerte Gestalt
36769,25,opferten Erster Abschnitt Ware und Geld terschiede aus91 Das Geld
36773,43,und Geld terschiede aus91 Das Geld ist aber selbst Waare
36910,20,15 wechselt der Werth des Geldes sei es in Folge
37167,20,Athen Deipnos Drittes Kapitel Das Geld oder die Warenzirkulation Trieb
37185,32,seiner Form nach ist das Geld schrankenlos d h allgemeiner
37227,33,und der qualitativen Schrankenlosigkeit des Geldes treibt den Schatzbildner stets
37257,41,erobert Um das Gold als Geld festzuhalten und daher als
37301,38,er der Cirkulation nur in Geld entziehn was er ihr
37387,20,theils eine latente Zufuhrquelle des Geldes die namentlich in gesellschaftlichen
37434,20,und Geschwindigkeit die Umlaufsmasse des Geldes rastlos ebbt und flu
37451,35,Expansion fähig sein Bald muß Geld als Münze attrahirt bald
37458,53,Münze attrahirt bald Münze als Geld repellirt werden Damit die
37498,51,durch die 108 Schatzform des Geldes Die Schatzreservoirs dienen zugleich
37509,64,Abfuhr und Zufuhrkanäle des cirkulirenden Geldes welches seine Umlaufskanäle daher
37579,30,specifick Erster Abschnitt Ware und Geld b Zahlungsmittel In der
37601,42,Waare auf dem einen Pol Geld auf dem Gegenpol Die
37764,20,kauft als bloßer Repräsentant von Geld oder als Repräsentant von
37770,36,oder als Repräsentant von künftigem Gelde Der Verkäufer wird Gläubiger
37794,48,hier verändert erhält auch das Geld eine andre Funktion Es
38018,20,gemünzt 96 Luther unterscheidet zwischen Geld als Kaufmittel und Zahlungsmittel
38055,24,Wittemberg 1540 Drittes Kapitel Das Geld oder die Warenzirkulation schwindende
38193,20,Erscheinung der Aequivalente Waare und Geld auf den beiden 110
38204,36,des Verkaufsprocesses hat aufgehört Das Geld funktionirt jetzt erstens als
38320,20,aus ihr ausgetreten ist Das Geld vermittelt nicht mehr den
38344,32,Der Verkäufer verwandelte Waare in Geld um ein Bedürfniß durch
38350,50,um ein Bedürfniß durch das Geld zu befriedigen der Schatzbildner
38382,54,statt Die Werthgestalt der Waare Geld wird also jetzt zum
38404,60,gesellschaftliche Nothwendigkeit Der Käufer verwandelt Geld zurück in Waare bevor
38412,76,Waare bevor er Waare in Geld verwandelt hat oder vollzieht
38488,30,2 Erster Abschnitt Ware und Geld sten Die Waare des
38505,44,in einem privatrechtlichen Titel auf Geld Sie verwandelt sich in
38516,59,werth bevor sie sich in Geld verwandelt hat Die Vollziehung
38581,32,Schuldner so daß A der Geld von seinem 10 Schuldner
38777,20,Zahlungsmittel 30 Die Funktion des Geldes als Zahlungsmittel schließt einen
38841,20,im Proceß G W das Geld als wirkliches Kaufmittel entäußert
38858,35,werden ehe der Gebrauchswerth des Geldes realisirt oder die Waare
38895,39,kauft So wirkt jedoch das Geld nur in der schon
38913,50,in 40 der Form des Geldes avancirt Dieser Gesichtspunkt fällt
38935,58,119 120 Drittes Kapitel Das Geld oder die Warenzirkulation Zahlung
39015,20,immer entspringen mögen schlägt das Geld plötzlich und unvermittelt aus
39029,36,10 des Rechengeldes in hartes Geld um Es wird unersetzlich
39060,43,Bürger in prosperitätstrunknem Aufklärungsdünkel das Geld für leeren Wahn Nur
39068,59,Wahn Nur die Waare ist Geld Nur das Geld ist
39071,79,Waare ist Geld Nur das Geld ist Waare gellt s
39093,84,so schreit seine Seele nach Geld dem einzigen Reichthum100 In
39110,91,Waare und ihrer Werthgestalt dem Geld bis zum absoluten Widerspruch
39119,107,Widerspruch gesteigert Die Erscheinungsform des Geldes ist hier daher auch
39152,94,in einem gegebenen Zeitabschnitt umlaufenden Geldes so ist sie bei
39228,39,dies Krisen deren Bewegungscentrum das Geld Kapital ist und daher
39491,20,mention Erster Abschnitt Ware und Geld nus der sich ausgleichenden
39598,20,und cirkulirende Waarenmasse Es läuft Geld 10 um das der
39643,20,unmittelbar aus der Funktion des Geldes 15 als Zahlungsmittel indem
39670,32,ausdehnt so die Funktion des Geldes als Zahlungsmittel Als solches
39712,33,Waarenproduktion greift die Funktion des Geldes als Zahlungsmittel über die
39883,20,Als Beispiel wie wenig reelles Geld in die eigentlichen Handelsoperationen
39974,20,743 45 Drittes Kapitel Das Geld oder die Warenzirkulation lation
40023,20,römischen Kaiserreichs alle Abgaben in Geld 115 zu erheben Das
40419,20,nach Erster Abschnitt Ware und Geld dem Gesetz über die
40454,22,Zahlungsperioden steht107 Die Entwicklung des Geldes als Zahlungsmittel ernöthigt Geldakkumu
40504,20,der innern Cirkulationssphäre streift das Geld die dort aufschießenden Lokalformen
40555,20,auf dem Weltmarkt funktionirt das Geld in vollem Umfang als
40595,24,Werthmaß 20 und daher als Geld dienen Auf dem Weltmarkt
40932,20,vorschreibt 45 Drittes Kapitel Das Geld oder die Warenzirkulation Das
41064,20,theils aus der Funktion des Geldes als inneres Cirkulations und
41090,31,im Innern des Landes als Geld funktionirt Die so selbstgeschaffenen
41509,20,contribu Erster Abschnitt Ware und Geld Rolle ist stets die
42041,20,45 Viertes Kapitel Verwandlung von Geld in Kapital 120 ZWEITER
42050,29,ZWEITER ABSCHNITT Die Verwandlung von Geld in Kapital VIERTES KAPITEL
42057,47,Kapital VIERTES KAPITEL Verwandlung von Geld in Kapital 5 1
42132,20,als sein letztes Produkt das Geld Dies letzte Produkt der
42157,32,zunächst in der Form von Geld gegenüber als Geldvermögen Kaufmannskapital
42177,45,Entstehungsgeschichte des Kapitals um das Geld als seine erste Erscheinungs
42213,47,oder Geldmarkt immer noch als Geld Geld das sich durch
42214,67,Geldmarkt immer noch als Geld Geld das sich durch bestimmte
42225,83,in Kapital verwandeln soll 11211 Geld als Geld und Geld
42227,103,verwandeln soll 11211 Geld als Geld und Geld als Kapital
42229,123,11211 Geld als Geld und Geld als Kapital unterscheiden sich
42254,118,W Verwandlung von Waare in Geld und Rückverwandlung von Geld
42258,136,in Geld und Rückverwandlung von Geld in Waare verkaufen um
42283,129,G W G Verwandlung von Geld in Waare und 30
42292,143,30 Rückverwandlung von Waare in Geld kaufen um zu verkaufen
42297,162,Geld kaufen um zu verkaufen Geld das x Der Gegensatz
42318,160,und der unpersönlichen Macht des Geldes ist klar gefaßt in
42343,146,Zweiter Abschnitt Die Verwandlung von Geld in Kapital in seiner
42394,99,G W Kauf wird das Geld in Waare verwandelt In
42410,101,Verkauf wird die Waare in Geld rückverwandelt Die Einheit beider
42421,115,aber ist die Gesammtbewegung welche Geld gegen Waare und dieselbe
42429,132,und dieselbe Waare wieder gegen Geld austauscht Waare kauft um
42450,131,und Verkauf vernachlässigt mit dem Geld Waare und mit der
42456,149,Waare und mit der Waare Geld kauft2 10 Das Resultat
42469,162,Proceß erlischt ist Austausch von Geld gegen Geld G G
42471,182,ist Austausch von Geld gegen Geld G G Wenn ich
42507,146,gegen 110 Pfd St ausgetauscht Geld gegen Geld Es ist
42509,166,Pfd St ausgetauscht Geld gegen Geld Es ist nun zwar
42605,53,unter allen Umständen hat sein Geld eine eigenthümliche und originelle
42636,54,mit dem so 25 gelösten Geld Kleider kauft Es gilt
42707,20,sachlichen Elemente gegenüber Waare und Geld und zwei Personen in
42812,20,543 Viertes Kapitel Verwandlung von Geld in Kapital scheidet ist
42838,31,dem Kauf die Cirkulation des Geldes als Kapital beginnt mit
42856,45,bildet die Waare hier das Geld den Ausgangspunkt und Schlußpunkt
42869,58,der ersten Form vermittelt das Geld in der andren umgekehrt
42886,69,W G W wird das Geld schließlich in Waare verwandelt
42896,84,die als Gebrauchswerth dient Das Geld ist also definitiv ausgegeben
42912,93,G giebt der Käufer dagegen Geld aus um als Verkäufer
42917,111,Geld aus um als Verkäufer Geld einzunehmen Er wirft beim
42925,130,wirft beim Kauf der Waare Geld in die Cirkulation um
42943,134,derselben Waare Er entläßt das Geld nur mit der hinterlistigen
42993,94,der mit der Einnahme von Geld für Waare beginnt schließt
43003,103,ab mit der Weggabe von Geld für Waare Umgekehrt in
43074,54,Waare den Rück fluß des Geldes zu seinem ersten Ausgangspunkt
43082,69,ersten Ausgangspunkt Der Rückfluß des Geldes zu seinem Ausgangspunkt hängt
43144,43,Unterschied zwischen der Cirkulation des Geldes als Kapital und seiner
43152,58,und seiner Cirkulation als bloßem Geld Der Kreislauf W G
43166,71,sobald der Verkauf einer Waare Geld bringt welches der Kauf
43179,84,entzieht Erfolgt dennoch Rückfluß des Geldes zu seinem Ausgangspunkt so
43280,20,Zweiter Abschnitt Die Verwandlung von Geld in Kapital mehr mit
43301,33,zweites Quarter Korn so fließt Geld zu mir zurück aber
43349,29,die Ver 5 ausgabung des Geldes nichts mit seinem Rückfluß
43366,43,dagegen ist der Rückfluß des Geldes durch die Art seiner
43457,20,aus von dem Extrem des Geldes und 15 kehrt schließlich
43554,20,ökonomische Form Sie sind beide Geld also keine quali 25
43563,37,25 tativ unterschiedne Gebrauchswerthe denn Geld ist eben die verwandelte
43597,42,austauschen also auf einem Umweg Geld gegen Geld dasselbe gegen
43599,62,auf einem Umweg Geld gegen Geld dasselbe gegen dasselbe scheint
43702,20,Spiel welches nur Austausch von Geld gegen Geld ist Th
43704,39,nur Austausch von Geld gegen Geld ist Th Corbet An
43739,44,nicht sieht daß G G Geld gegen Geld austauschen die
43741,63,daß G G Geld gegen Geld austauschen die charakteristische Cirkulationsform
43794,49,Unterschied Viertes Kapitel Verwandlung von Geld in Kapital summe 125
43823,53,Extreme denn sie sind beide Geld sondern nur ihrer quantitativen
43834,66,Schließlich wird der Cirkulation mehr Geld entzogen als Anfangs hineingeworfen
44065,20,sind Anfang und Ende dasselbe Geld Tauschwerth und schon dadurch
44103,23,100 Pfd St näm lieh Geld Und quantitativ betrachtet sind
44124,37,die 110 Pfd St als Geld verausgabt so fielen sie
44284,20,Zweiter Abschnitt Die Verwandlung von Geld in Kapital thung von
44408,20,die ursprünglichen 100 Pfd St Geld kommt am Ende der
